season,week,team,position_group,status,is_starter
2025,15,ATL,WR_TE,out,1
2025,15,ATL,FRONT7,pup,1
2025,15,ATL,FRONT7,questionable,1
2025,15,TB,OL,out,1
2025,15,TB,DB,doubtful,1
