season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2023,8,18572,BUF,TB,-10.0,42.5,-482.0,358.0,0.7913649464431667
2023,8,18573,DAL,LAR,-7.0,44.5,-306.0,240.0,0.7193030973451328
2023,8,18574,GB,MIN,1.0,41.5,-108.0,-115.0,0.4925753075943997
2023,8,18575,TEN,ATL,2.0,35.0,114.0,-137.0,0.44701799388886787
2023,8,18576,IND,NO,2.0,43.5,111.0,-135.0,0.452053476964509
2023,8,18577,MIA,NE,-7.5,46.5,-397.0,303.0,0.7629845820755301
2023,8,18578,NYG,NYJ,3.0,35.0,140.0,-170.0,0.39823008849557523
2023,8,18579,PIT,JAX,2.5,41.0,115.0,-141.0,0.44289258476523014
2023,8,18580,WAS,PHI,7.0,42.5,256.0,-329.0,0.26808478728190777
2023,8,18581,CAR,HOU,3.5,43.0,148.0,-180.0,0.38546255506607924
2023,8,18582,SEA,CLE,-4.0,39.0,-200.0,164.0,0.6376811594202898
2023,8,18583,DEN,KC,7.0,45.5,253.0,-323.0,0.2706005028179556
2023,8,18584,ARI,BAL,9.5,44.5,338.0,-431.0,0.21953216084141589
2023,8,18585,SF,CIN,-4.0,44.0,-212.0,171.0,0.6480620854577448
2023,8,18586,LAC,CHI,-9.5,45.5,-494.0,362.0,0.7934832491968792
2023,8,18587,DET,LV,-7.0,46.0,-336.0,262.0,0.736128594945289
