season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2024,6,18747,NYJ,BUF,1.0,41.5,-102.0,-118.0,0.4826358742837298
2024,6,18748,NYG,CIN,4.5,46.0,178.0,-213.0,0.3458028592261971
2024,6,18749,CAR,ATL,6.0,46.0,214.0,-261.0,0.30579226455689773
2024,6,18750,DAL,DET,3.5,53.5,164.0,-193.0,0.3650999352041071
2024,6,18751,DEN,LAC,3.0,37.0,131.0,-155.0,0.41595302177636406
2024,6,18752,LV,PIT,3.5,37.0,156.0,-186.0,0.3752492914873517
2024,6,18753,BAL,WAS,-7.0,50.5,-316.0,255.0,0.729483677981532
2024,6,18754,GB,ARI,-5.5,47.0,-246.0,203.0,0.6829701845370082
2024,6,18755,NE,HOU,6.5,39.5,240.0,-295.0,0.2825464949928469
2024,6,18756,NO,TB,3.5,42.5,153.0,-181.0,0.3802795934662282
2024,6,18757,PHI,CLE,-8.5,42.0,-409.0,324.0,0.7730879651919613
2024,6,18758,TEN,IND,-2.5,41.5,-136.0,115.0,0.5533686601059804
2024,6,18759,CHI,JAX,1.5,44.5,105.0,-124.0,0.46842325386867417
2024,6,18760,SEA,SF,3.5,49.0,163.0,-195.0,0.3651668007674692
