season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2025,9,19069,MIA,BAL,7.5,51.0,336.0,-438.0,0.2197999738527912
2025,9,19070,CIN,CHI,3.0,51.5,132.0,-155.0,0.4149040026033192
2025,9,19071,DET,MIN,-9.5,47.5,-512.0,387.0,0.8029264774073883
2025,9,19072,GB,CAR,-12.5,43.5,-805.0,562.0,0.8548306892735118
2025,9,19073,HOU,DEN,-2.0,41.0,-133.0,113.0,0.5487032481744757
2025,9,19074,NE,ATL,-5.5,45.5,-241.0,198.0,0.6780528333238921
2025,9,19075,NYG,SF,2.5,47.5,120.0,-140.0,0.43795620437956206
2025,9,19076,PIT,IND,3.0,52.0,141.0,-168.0,0.39828795624777075
2025,9,19077,TEN,LAC,10.0,44.0,401.0,-539.0,0.19135231284755602
2025,9,19078,LAR,NO,-14.5,44.0,-1128.0,730.0,0.884045928387974
2025,9,19079,LV,JAX,2.0,44.0,111.0,-131.0,0.4552531483415778
2025,9,19080,BUF,KC,2.5,52.5,117.0,-137.0,0.44357932957757024
2025,9,19081,WAS,SEA,2.5,47.5,124.0,-148.0,0.42794036443953615
2025,9,19082,DAL,ARI,-3.5,53.5,-180.0,152.0,0.6183206106870229
