season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2023,13,18340,PHI,SF,3.0,46.5,131.0,-159.0,0.41354644014753555
2023,13,18413,DAL,SEA,-9.5,47.5,-468.0,357.0,0.7901550192850493
2023,13,18414,TEN,IND,1.0,42.0,-101.0,-121.0,0.4785600960507697
2023,13,18415,NE,LAC,4.5,38.5,186.0,-229.0,0.334369981909466
2023,13,18416,NO,DET,4.0,47.5,164.0,-202.0,0.3615554065702519
2023,13,18417,NYJ,ATL,2.0,33.0,112.0,-134.0,0.45166769610870916
2023,13,18418,PIT,ARI,-6.0,41.0,-282.0,224.0,0.7051741170659422
2023,13,18419,TB,CAR,-3.5,37.0,-194.0,157.0,0.6290595271139822
2023,13,18420,WAS,MIA,9.0,49.5,343.0,-444.0,0.21665365682697976
2023,13,18421,HOU,DEN,-3.5,47.0,-169.0,140.0,0.6012451823302698
2023,13,18422,LAR,CLE,-3.5,39.5,-186.0,152.0,0.6210515157939368
2023,13,18423,GB,KC,5.5,43.5,208.0,-256.0,0.31105829721795053
2023,13,18424,JAX,CIN,-10.0,41.0,-524.0,388.0,0.8038426717634041
