season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2024,15,18877,LV,ATL,6.0,44.5,238.0,-289.0,0.28481058997525294
2024,15,18878,MIN,CHI,-7.0,43.5,-328.0,267.0,0.7377065254694318
2024,15,18879,SEA,GB,3.0,48.0,136.0,-161.0,0.40720169745381923
2024,15,18880,ARI,NE,-6.0,46.5,-272.0,227.0,0.7050989345509895
2024,15,18881,DEN,IND,-4.5,43.5,-219.0,183.0,0.6601936576584254
2024,15,18882,DET,BUF,-2.5,55.5,-140.0,119.0,0.5609220636663008
2024,15,18883,LAC,TB,-3.0,46.0,-162.0,138.0,0.5954042868614491
2024,15,18884,PHI,PIT,-5.5,43.0,-247.0,207.0,0.6860552434202789
2024,15,18885,CAR,DAL,-2.5,42.0,-142.0,121.0,0.5646072469504516
2024,15,18886,CLE,KC,4.0,41.0,190.0,-227.0,0.3318786156500558
2024,15,18887,HOU,MIA,-2.5,46.5,-153.0,129.0,0.5806884664467905
2024,15,18888,JAX,NYJ,3.5,41.5,151.0,-178.0,0.38356466789922455
2024,15,18889,NO,WAS,7.5,44.5,300.0,-374.0,0.24060913705583759
2024,15,18890,NYG,BAL,16.5,43.5,943.0,-1660.0,0.09227317052711048
2024,15,18891,TEN,CIN,6.0,46.0,214.0,-255.0,0.30717314181881106
2024,15,18892,SF,LAR,-3.0,48.5,-156.0,132.0,0.5857068876229934
