season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2022,18,18245,ATL,TB,-6.0,40.5,-251.0,207.0,0.6870458375313178
2022,18,18246,BUF,NE,-8.0,44.0,-384.0,305.0,0.7626520204001569
2022,18,18247,CHI,MIN,6.5,42.5,234.0,-285.0,0.28797965442441464
2022,18,18248,CIN,BAL,-11.5,39.0,-641.0,471.0,0.8316333833964613
2022,18,18249,DEN,LAC,-6.5,39.5,-275.0,222.0,0.7024990083300278
2022,18,18250,GB,DET,-4.5,48.5,-244.0,201.0,0.6810207336523125
2022,18,18251,IND,HOU,-3.0,37.5,-151.0,127.0,0.5772773969718915
2022,18,18252,LV,KC,8.5,52.0,325.0,-411.0,0.2263315247480899
2022,18,18253,MIA,NYJ,-4.0,37.0,-215.0,179.0,0.6556812592228234
2022,18,18254,NO,CAR,-3.5,41.5,-186.0,155.0,0.6238326976193608
2022,18,18255,PHI,NYG,-16.5,42.5,-1536.0,860.0,0.9001318552522343
2022,18,18256,PIT,CLE,-2.5,40.0,-152.0,128.0,0.578989574979952
2022,18,18257,SF,ARI,-14.5,40.0,-1072.0,706.0,0.8805583185220214
2022,18,18258,SEA,LAR,-5.0,42.5,-242.0,199.0,0.6790480301807467
2022,18,18259,WAS,DAL,7.5,40.5,270.0,-343.0,0.25874656854155714
2022,18,18260,JAX,TEN,-5.5,39.5,-276.0,226.0,0.7052737191948328
