season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2023,15,18588,LV,LAC,-3.0,36.0,-162.0,134.0,0.5913146565171273
2023,15,18589,CIN,MIN,-3.0,41.5,-167.0,136.0,0.5961398838334947
2023,15,18590,CLE,CHI,-2.5,37.5,-150.0,124.0,0.5733788395904437
2023,15,18591,DET,DEN,-5.5,49.0,-242.0,196.0,0.676846322473354
2023,15,18592,IND,PIT,-1.0,41.5,-120.0,-102.0,0.519280205655527
2023,15,18593,CAR,ATL,3.0,32.5,126.0,-153.0,0.42252580246501226
2023,15,18594,GB,TB,-3.5,41.5,-196.0,160.0,0.6325719960278053
2023,15,18595,TEN,HOU,-3.0,38.0,-174.0,142.0,0.6058007711342579
2023,15,18596,MIA,NYJ,-7.0,36.0,-352.0,271.0,0.7428779466642396
2023,15,18597,NO,NYG,-6.0,39.5,-255.0,205.0,0.6866033988082101
2023,15,18598,LAR,WAS,-6.5,48.5,-302.0,237.0,0.7168495640046769
2023,15,18599,ARI,SF,11.0,47.0,517.0,-750.0,0.15518028297581013
2023,15,18600,BUF,DAL,-2.5,49.5,-141.0,115.0,0.5571074152347698
2023,15,18601,SEA,PHI,5.5,46.0,201.0,-248.0,0.31795921350778455
2023,15,18602,JAX,BAL,4.0,42.5,173.0,-212.0,0.350262697022767
2023,15,18603,NE,KC,10.0,39.5,347.0,-477.0,0.21297878701752185
