season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2025,15,19252,TB,ATL,-5.5,43.5,-269.0,219.0,0.6992934618738337
2025,15,19253,CHI,CLE,-7.5,39.0,-401.0,310.0,0.7664444548039718
2025,15,19254,CIN,BAL,2.5,51.5,126.0,-149.0,0.42510328814832515
2025,15,19255,HOU,ARI,-9.5,42.5,-526.0,390.0,0.8045826309546107
2025,15,19256,JAX,NYJ,-13.5,41.5,-943.0,617.0,0.866355898215217
2025,15,19257,KC,LAC,-5.5,41.5,-267.0,216.0,0.6968745870225982
2025,15,19258,NE,BUF,1.5,49.5,-101.0,-119.0,0.4804509318389157
2025,15,19259,NYG,WAS,-2.5,46.5,-139.0,118.0,0.5590568613704292
2025,15,19260,PHI,LV,-11.5,38.5,-796.0,545.0,0.8514145467812013
2025,15,19261,DEN,GB,2.0,43.0,110.0,-132.0,0.4556166535742341
2025,15,19262,LAR,DET,-6.0,55.0,-263.0,214.0,0.6946552043202503
2025,15,19263,NO,CAR,3.0,40.5,127.0,-150.0,0.42337002540220153
2025,15,19264,SEA,IND,-13.5,42.5,-1085.0,672.0,0.8760615822281723
2025,15,19265,SF,TEN,-12.5,44.5,-912.0,608.0,0.8645059017587455
2025,15,19266,DAL,MIN,-5.5,47.5,-278.0,228.0,0.7069403957079948
2025,15,19267,PIT,MIA,-3.0,42.0,-179.0,151.0,0.6169108459542216
