season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2023,1,18343,KC,DET,-4.0,52.5,-205.0,172.0,0.6464178066311151
2023,1,18344,NYJ,BUF,2.5,44.5,114.0,-138.0,0.44626115652891324
2023,1,18486,ATL,CAR,-3.5,40.5,-187.0,156.0,0.6251893642584757
2023,1,18487,CLE,CIN,-0.5,46.5,-110.0,-109.0,0.5010897994768962
2023,1,18488,IND,JAX,3.5,45.5,164.0,-197.0,0.3634894991922456
2023,1,18489,MIN,TB,-4.0,45.0,-210.0,174.0,0.6498757623672915
2023,1,18490,NO,TEN,-2.5,41.5,-151.0,127.0,0.5772773969718915
2023,1,18491,PIT,SF,1.0,41.5,102.0,-121.0,0.4748399295260195
2023,1,18492,WAS,ARI,-7.0,38.0,-338.0,265.0,0.7379912663755459
2023,1,18493,BAL,HOU,-9.5,43.5,-462.0,355.0,0.7890469576967831
2023,1,18494,CHI,GB,-1.0,41.0,-120.0,100.0,0.5217391304347826
2023,1,18495,DEN,LV,-3.0,43.0,-165.0,140.0,0.5990922844175491
2023,1,18496,NE,PHI,3.5,44.0,156.0,-187.0,0.37481063574152435
2023,1,18497,LAC,MIA,-3.0,50.0,-162.0,137.0,0.5943895717868533
2023,1,18498,SEA,LAR,-4.5,45.0,-221.0,182.0,0.6600368558175002
2023,1,18499,NYG,DAL,3.5,44.5,146.0,-173.0,0.3907927510091901
