season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2023,3,18454,SF,NYG,-10.5,43.5,-553.0,418.0,0.8143588985484174
2023,3,18455,CLE,TEN,-3.5,38.0,-182.0,151.0,0.6183102785522862
2023,3,18456,DET,ATL,-3.0,47.0,-174.0,144.0,0.6077645442052222
2023,3,18457,GB,NO,1.5,41.5,103.0,-124.0,0.47086521483225424
2023,3,18458,MIA,DEN,-6.0,47.5,-259.0,211.0,0.6917105342252831
2023,3,18459,MIN,LAC,0.5,52.5,-109.0,-110.0,0.49891020052310364
2023,3,18460,NYJ,NE,2.5,35.5,118.0,-140.0,0.4402054292002935
2023,3,18461,WAS,BUF,5.0,44.0,193.0,-237.0,0.32673718501856686
2023,3,18462,JAX,HOU,-7.5,43.5,-382.0,305.0,0.7624562613966782
2023,3,18463,BAL,IND,-7.5,43.5,-373.0,299.0,0.7588297378739286
2023,3,18464,SEA,CAR,-4.5,42.5,-220.0,184.0,0.6613039796782388
2023,3,18465,KC,CHI,-12.5,48.5,-739.0,532.0,0.8477170259262217
2023,3,18466,ARI,DAL,11.5,43.5,488.0,-682.0,0.16318319922540148
2023,3,18467,LV,PIT,-3.0,43.5,-160.0,134.0,0.5901639344262295
2023,3,18468,TB,PHI,5.5,44.0,210.0,-255.0,0.3099083369707551
2023,3,18469,CIN,LAR,-3.5,45.5,-170.0,143.0,0.6047430830039525
