season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2022,16,18003,LAR,DEN,3.0,36.0,148.0,-179.0,0.3859348198970841
2022,16,18146,NYJ,JAX,-2.5,36.5,-142.0,119.0,0.5623711526637492
2022,16,18147,CHI,BUF,8.5,40.5,310.0,-390.0,0.23456199138343706
2022,16,18148,CLE,NO,-3.5,32.0,-182.0,151.0,0.6183102785522862
2022,16,18149,TEN,HOU,-3.0,34.0,-176.0,147.0,0.6116614137775777
2022,16,18150,KC,SEA,-10.0,50.5,-500.0,385.0,0.8016528925619835
2022,16,18151,MIN,NYG,-4.5,48.0,-220.0,182.0,0.659719268396427
2022,16,18152,NE,CIN,3.0,41.5,135.0,-161.0,0.40822710565418
2022,16,18153,CAR,DET,2.0,43.5,112.0,-134.0,0.45166769610870916
2022,16,18154,BAL,ATL,-6.5,35.0,-285.0,232.0,0.7107872596153846
2022,16,18155,SF,WAS,-6.5,37.5,-288.0,236.0,0.7137967661985128
2022,16,18156,DAL,PHI,-4.0,48.0,-201.0,169.0,0.6423861516710428
2022,16,18157,PIT,LV,-2.5,38.0,-138.0,116.0,0.55603641247575
2022,16,18158,MIA,GB,-3.5,49.5,-190.0,157.0,0.62739303610433
2022,16,18159,ARI,TB,7.5,42.0,285.0,-363.0,0.24885114616645615
2022,16,18160,IND,LAC,3.5,44.5,166.0,-200.0,0.3605769230769231
