season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2025,16,19040,WAS,PHI,5.0,45.0,201.0,-252.0,0.31696862730972875
2025,16,19041,CHI,GB,3.5,46.5,148.0,-186.0,0.38272133604539127
2025,16,19268,SEA,LAR,1.0,46.0,-108.0,-113.0,0.494624580717296
2025,16,19269,BAL,NE,-2.0,47.5,-133.0,108.0,0.5428145357507259
2025,16,19270,CAR,TB,2.5,44.5,114.0,-140.0,0.4447739065974796
2025,16,19271,CLE,BUF,8.5,40.5,370.0,-521.0,0.20229989901293285
2025,16,19272,DAL,LAC,-2.5,48.5,-151.0,123.0,0.5729331495754854
2025,16,19273,NO,NYJ,-3.5,39.5,-190.0,153.0,0.6237186972881796
2025,16,19274,NYG,MIN,1.5,41.5,101.0,-124.0,0.47333276984194067
2025,16,19275,TEN,KC,11.5,41.5,484.0,-757.0,0.1623758024055113
2025,16,19276,ARI,ATL,-2.0,44.5,-133.0,107.0,0.5416183037909937
2025,16,19277,DEN,JAX,-3.0,43.5,-152.0,125.0,0.5757575757575758
2025,16,19278,DET,PIT,-6.5,49.0,-305.0,236.0,0.7167436005035669
2025,16,19279,HOU,LV,-11.5,38.0,-778.0,519.0,0.8457977245504775
2025,16,19280,MIA,CIN,1.5,49.5,103.0,-126.0,0.4690937772427249
2025,16,19281,IND,SF,6.5,46.5,244.0,-327.0,0.275150140474779
