season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2023,11,18345,KC,PHI,-3.0,46.0,-147.0,122.0,0.5691910559179544
2023,11,18528,BAL,CIN,-4.0,46.5,-203.0,166.0,0.6405608673989892
2023,11,18529,CLE,PIT,-2.5,34.0,-138.0,115.0,0.554890592855807
2023,11,18530,DET,CHI,-8.0,48.0,-400.0,311.0,0.7667910447761195
2023,11,18531,GB,LAC,3.0,44.0,130.0,-157.0,0.4157903251900987
2023,11,18532,MIA,LV,-14.0,44.0,-927.0,587.0,0.8611315815449687
2023,11,18533,WAS,NYG,-7.5,38.5,-388.0,303.0,0.7621415063071494
2023,11,18534,CAR,DAL,11.0,43.5,456.0,-649.0,0.17188991701549533
2023,11,18535,JAX,TEN,-6.5,40.0,-307.0,242.0,0.7206473842436889
2023,11,18536,HOU,ARI,-5.5,48.0,-248.0,203.0,0.6834752237502729
2023,11,18537,SF,TB,-13.5,42.0,-841.0,561.0,0.85523099195232
2023,11,18538,BUF,NYJ,-8.0,39.0,-398.0,311.0,0.7666113657452971
2023,11,18539,LAR,SEA,-2.0,46.0,-136.0,112.0,0.5498931949954227
2023,11,18540,DEN,MIN,-2.5,42.5,-148.0,123.0,0.5709639471316864
