season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2022,10,17999,TB,SEA,-2.5,45.0,-149.0,125.0,0.5738125802310654
2022,10,18004,GB,DAL,3.5,44.5,168.0,-200.0,0.3588516746411483
2022,10,18063,CAR,ATL,2.5,41.5,123.0,-147.0,0.42970720759903275
2022,10,18064,BUF,MIN,-6.5,46.5,-273.0,225.0,0.7040269787740527
2022,10,18065,CHI,DET,-3.0,48.5,-157.0,132.0,0.5863112484708004
2022,10,18066,TEN,DEN,-2.5,39.5,-137.0,116.0,0.5552803422652556
2022,10,18067,KC,JAX,-9.5,51.5,-461.0,356.0,0.7893479926102825
2022,10,18068,MIA,CLE,-3.5,49.5,-182.0,152.0,0.6192482177576151
2022,10,18069,NYG,HOU,-5.0,41.5,-227.0,188.0,0.6665850972715037
2022,10,18070,PIT,NO,-1.0,39.5,-117.0,-102.0,0.5163869952805453
2022,10,18071,LV,IND,-4.5,41.0,-211.0,174.0,0.6502238117731741
2022,10,18072,LAR,ARI,-3.5,38.0,-178.0,148.0,0.6135883464917158
2022,10,18073,SF,LAC,-8.0,45.5,-362.0,288.0,0.7524858563346477
2022,10,18074,PHI,WAS,-11.0,43.0,-524.0,398.0,0.8070214503080235
