season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2023,10,18336,NE,IND,1.5,42.0,100.0,-122.0,0.47639484978540764
2023,10,18385,CHI,CAR,-3.0,38.0,-183.0,149.0,0.6168789852031353
2023,10,18386,CIN,HOU,-5.5,45.5,-258.0,208.0,0.6894086618545252
2023,10,18387,MIN,NO,3.0,40.5,126.0,-155.0,0.4212787047744921
2023,10,18388,PIT,GB,-3.0,38.5,-175.0,141.0,0.6053103695730176
2023,10,18389,TB,TEN,-2.5,39.5,-147.0,122.0,0.5691910559179544
2023,10,18390,JAX,SF,3.0,44.5,142.0,-175.0,0.39370078740157477
2023,10,18391,BAL,CLE,-5.5,38.5,-250.0,205.0,0.6853932584269663
2023,10,18392,ARI,ATL,2.0,43.5,107.0,-132.0,0.45918771277016857
2023,10,18393,LAC,DET,2.0,48.0,114.0,-138.0,0.44626115652891324
2023,10,18394,DAL,NYG,-17.5,38.5,-2183.0,1050.0,0.9166408032861707
2023,10,18395,SEA,WAS,-5.5,44.0,-263.0,211.0,0.6926151423031001
2023,10,18396,LV,NYJ,0.5,35.5,-108.0,-112.0,0.4956702459300312
2023,10,18397,BUF,DEN,-7.5,47.5,-379.0,295.0,0.7575972267908201
