season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2023,16,18338,PHI,NYG,-14.0,41.5,-894.0,579.0,0.8592917021740424
2023,16,18341,KC,LV,-11.0,40.5,-602.0,435.0,0.8210416294898922
2023,16,18425,LAR,NO,-4.0,45.5,-202.0,165.0,0.639316851785501
2023,16,18426,PIT,CIN,2.5,39.0,126.0,-153.0,0.42252580246501226
2023,16,18427,LAC,BUF,12.5,44.5,535.0,-783.0,0.15080998454325753
2023,16,18428,ATL,IND,-3.0,44.5,-155.0,128.0,0.5808678500986193
2023,16,18429,TEN,SEA,3.0,42.0,133.0,-160.0,0.4108723135271808
2023,16,18430,MIN,DET,2.5,47.5,120.0,-146.0,0.43370944992947813
2023,16,18431,NYJ,WAS,-3.0,36.5,-162.0,134.0,0.5913146565171273
2023,16,18432,CAR,GB,3.5,39.5,161.0,-197.0,0.36613780095417736
2023,16,18433,HOU,CLE,3.0,40.0,133.0,-160.0,0.4108723135271808
2023,16,18434,TB,JAX,2.0,43.5,107.0,-130.0,0.4608294930875576
2023,16,18435,CHI,ARI,-4.5,42.5,-212.0,173.0,0.6497373029772329
2023,16,18436,MIA,DAL,-1.5,48.5,-129.0,105.0,0.5359205593271862
2023,16,18437,DEN,NE,-7.0,36.5,-346.0,269.0,0.7411100920626444
2023,16,18438,SF,BAL,-6.5,46.5,-294.0,233.0,0.7130413249624914
