season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2023,9,18335,KC,MIA,0.5,51.5,-110.0,-111.0,0.49892519346517633
2023,9,18372,PIT,TEN,-3.0,37.0,-175.0,141.0,0.6053103695730176
2023,9,18373,ATL,MIN,-3.5,38.5,-195.0,157.0,0.6294668090184011
2023,9,18374,CLE,ARI,-12.5,38.0,-751.0,518.0,0.845052419986235
2023,9,18375,GB,LAR,-4.0,37.5,-203.0,166.0,0.6405608673989892
2023,9,18376,NE,WAS,-2.5,40.5,-153.0,126.0,0.5774741975349879
2023,9,18377,NO,CHI,-8.5,41.5,-430.0,330.0,0.7772173182009248
2023,9,18378,BAL,SEA,-6.0,44.0,-276.0,217.0,0.6994212259776804
2023,9,18379,HOU,TB,-2.5,39.5,-146.0,121.0,0.5674040727323885
2023,9,18380,CAR,IND,1.5,44.5,101.0,-122.0,0.47515089251316295
2023,9,18381,LV,NYG,-1.0,39.0,-116.0,-105.0,0.5118381403357727
2023,9,18382,PHI,DAL,-3.5,46.5,-175.0,144.0,0.6082621082621081
2023,9,18383,CIN,BUF,-1.5,51.0,-130.0,106.0,0.5379670550421856
2023,9,18384,NYJ,LAC,3.5,41.0,145.0,-176.0,0.3902714932126697
