season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2025,14,19238,DET,DAL,-3.5,55.5,-185.0,156.0,0.6243079356709729
2025,14,19239,ATL,SEA,6.5,44.5,260.0,-320.0,0.267175572519084
2025,14,19240,BAL,PIT,-6.0,43.5,-278.0,227.0,0.7063073982564916
2025,14,19241,CLE,TEN,-3.5,33.5,-195.0,164.0,0.635712521610274
2025,14,19242,GB,CHI,-7.0,44.0,-317.0,258.0,0.7312901937030403
2025,14,19243,JAX,IND,2.5,45.0,121.0,-143.0,0.43468150188719745
2025,14,19244,MIN,WAS,-1.0,43.5,-112.0,-107.0,0.5054504229528212
2025,14,19245,NYJ,MIA,2.5,41.5,123.0,-146.0,0.4303859477238532
2025,14,19246,TB,NO,-7.5,41.5,-396.0,308.0,0.7651159266555538
2025,14,19247,LV,DEN,8.0,40.5,338.0,-435.0,0.2192353399172233
2025,14,19248,ARI,LAR,9.5,48.5,364.0,-478.0,0.2067298062891642
2025,14,19249,BUF,CIN,-6.0,54.5,-284.0,231.0,0.7099785504969638
2025,14,19250,KC,HOU,-5.0,41.5,-223.0,186.0,0.6638148171277504
2025,14,19251,LAC,PHI,1.0,42.0,-102.0,-117.0,0.4836130047194546
