season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2023,5,18333,BUF,JAX,-4.5,48.5,-238.0,191.0,0.6720293427002272
2023,5,18342,SF,DAL,-3.5,45.5,-184.0,152.0,0.6201583565161567
2023,5,18346,WAS,CHI,-6.0,45.0,-272.0,215.0,0.697265625
2023,5,18347,ATL,HOU,-2.5,42.0,-139.0,116.0,0.5567836213930717
2023,5,18348,DET,CAR,-9.5,43.5,-467.0,351.0,0.7878922777077403
2023,5,18349,IND,TEN,2.5,43.5,119.0,-146.0,0.4348287199066709
2023,5,18350,MIA,NYG,-13.0,48.0,-725.0,506.0,0.8419085944236849
2023,5,18351,NE,NO,-1.5,38.5,-127.0,103.0,0.5317753346671893
2023,5,18352,PIT,BAL,4.5,38.5,182.0,-225.0,0.33871808233454925
2023,5,18353,LAR,PHI,3.5,50.0,163.0,-199.0,0.36358330192006033
2023,5,18354,ARI,CIN,3.5,45.5,140.0,-169.0,0.39875481766973025
2023,5,18355,DEN,NYJ,-2.5,42.5,-136.0,112.0,0.5498931949954227
2023,5,18356,MIN,KC,3.5,52.5,152.0,-186.0,0.37894848420606314
2023,5,18357,LV,GB,-1.5,45.0,-122.0,100.0,0.5236051502145922
