season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2023,4,18332,JAX,ATL,-3.5,42.5,-183.0,151.0,0.6187679333988927
2023,4,18500,GB,DET,2.5,45.0,115.0,-139.0,0.4443618109138236
2023,4,18501,BUF,MIA,-3.0,52.5,-154.0,126.0,0.5781011228489802
2023,4,18502,CHI,DEN,3.0,47.0,133.0,-163.0,0.40915384495713997
2023,4,18503,CLE,BAL,1.5,38.0,-101.0,-123.0,0.47671760572323585
2023,4,18504,TEN,CIN,2.5,41.5,124.0,-150.0,0.42662116040955633
2023,4,18505,IND,LAR,1.5,44.5,-101.0,-120.0,0.47949935261113513
2023,4,18506,NO,TB,-4.5,40.5,-207.0,169.0,0.6446059988655175
2023,4,18507,PHI,WAS,-9.0,43.0,-460.0,351.0,0.7874440142716163
2023,4,18508,CAR,MIN,4.0,46.0,175.0,-216.0,0.34725274725274724
2023,4,18509,HOU,PIT,3.0,41.0,131.0,-159.0,0.41354644014753555
2023,4,18510,LAC,LV,-6.5,49.0,-302.0,236.0,0.7162459766220566
2023,4,18511,DAL,NE,-6.0,43.0,-275.0,220.0,0.7011952191235059
2023,4,18512,SF,ARI,-14.5,44.0,-1119.0,677.0,0.8770379770074129
2023,4,18513,NYJ,KC,8.0,41.5,327.0,-428.0,0.2241505204707161
2023,4,18514,NYG,SEA,2.5,46.0,120.0,-146.0,0.43370944992947813
