season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2024,13,18848,DEN,CLE,-6.5,41.5,-268.0,219.0,0.6990808883655514
2024,13,18849,BUF,SF,-6.5,45.5,-308.0,252.0,0.7265708771177353
2024,13,18850,BAL,PHI,-3.0,50.0,-163.0,139.0,0.5969781019660727
2024,13,18851,CAR,TB,6.5,46.0,247.0,-302.0,0.2772528518421452
2024,13,18852,NO,LAR,2.5,48.5,126.0,-150.0,0.42444821731748733
2024,13,18853,ATL,LAC,0.5,47.0,-109.0,-110.0,0.49891020052310364
2024,13,18854,CIN,PIT,-3.0,46.0,-166.0,142.0,0.6016294255076978
2024,13,18855,JAX,HOU,3.0,45.0,148.0,-175.0,0.38787023977433005
2024,13,18856,MIN,ARI,-3.5,45.5,-180.0,154.0,0.6201844818231145
2024,13,18857,NE,IND,2.5,41.0,114.0,-134.0,0.4493432675320685
2024,13,18858,NYJ,SEA,-1.5,42.0,-123.0,104.0,0.5294564483457124
2024,13,18859,WAS,TEN,-6.0,45.5,-254.0,211.0,0.690543210308233
2024,13,18860,KC,LV,-13.5,42.5,-823.0,575.0,0.8575232508779377
2024,13,18861,GB,MIA,-3.5,47.5,-181.0,154.0,0.6206496206496207
2024,13,18862,DAL,NYG,-4.0,38.5,-217.0,183.0,0.659546133109944
2024,13,18863,DET,CHI,-9.5,47.5,-508.0,389.0,0.8033711498906899
