season,week,game_id,home_team,away_team,vegas_spread,vegas_total,home_moneyline,away_moneyline,home_implied_prob
2022,13,18104,NE,BUF,4.0,44.0,167.0,-200.0,0.35971223021582743
2022,13,18105,ATL,PIT,1.0,43.0,-101.0,-118.0,0.4814150778380269
2022,13,18106,CHI,GB,3.5,45.0,160.0,-192.0,0.3690596562184025
2022,13,18107,DET,JAX,-1.0,51.0,-118.0,-101.0,0.5185849221619729
2022,13,18108,MIN,NYJ,-3.0,44.0,-155.0,131.0,0.5840469782236358
2022,13,18109,NYG,WAS,2.0,40.5,110.0,-131.0,0.4564315352697095
2022,13,18110,PHI,TEN,-4.5,44.5,-221.0,183.0,0.6608307006329046
2022,13,18111,BAL,DEN,-9.0,40.0,-399.0,314.0,0.7679997768334527
2022,13,18112,HOU,CLE,7.5,46.5,263.0,-333.0,0.26373653146870185
2022,13,18113,LAR,SEA,6.5,41.0,251.0,-308.0,0.2739946812797164
2022,13,18114,SF,MIA,-5.5,46.0,-233.0,194.0,0.6728944421524135
2022,13,18115,CIN,KC,2.5,53.5,120.0,-142.0,0.43650793650793646
2022,13,18116,LV,LAC,-2.5,49.5,-137.0,115.0,0.5541341360173079
2022,13,18117,DAL,IND,-11.0,44.5,-542.0,410.0,0.8115201691033997
2022,13,18118,TB,NO,-3.5,40.5,-188.0,157.0,0.6265366460916022
