gamekey,date,seasontype,season,week,team,opponent,home_away,points_for,points_against,totalscore,stadium,scorequarter1,scorequarter2,scorequarter3,scorequarter4,scoreovertime,timeofpossessionminutes,timeofpossessionseconds,timeofpossession,firstdowns,firstdownsbyrushing,firstdownsbypassing,firstdownsbypenalty,offensiveplays,offensiveyards,offensiveyardsperplay,touchdowns,rushingattempts,rushingyards,rushingyardsperattempt,rushingtouchdowns,passingattempts,passingcompletions,passingyards,passingtouchdowns,passinginterceptions,passingyardsperattempt,passingyardspercompletion,completionpercentage,passerrating,thirddownattempts,thirddownconversions,thirddownpercentage,fourthdownattempts,fourthdownconversions,fourthdownpercentage,redzoneattempts,redzoneconversions,goaltogoattempts,goaltogoconversions,penalties,penaltyyards,fumbles,fumbleslost,timessacked,timessackedyards,quarterbackhits,tacklesforloss,punts,puntyards,puntaverage,giveaways,takeaways,turnoverdifferential,opponentscorequarter1,opponentscorequarter2,opponentscorequarter3,opponentscorequarter4,opponentscoreovertime,opponenttimeofpossessionminutes,opponenttimeofpossessionseconds,opponenttimeofpossession,opponentfirstdowns,opponentfirstdownsbyrushing,opponentfirstdownsbypassing,opponentfirstdownsbypenalty,opponentoffensiveplays,opponentoffensiveyards,opponentoffensiveyardsperplay,opponenttouchdowns,opponentrushingattempts,opponentrushingyards,opponentrushingyardsperattempt,opponentrushingtouchdowns,opponentpassingattempts,opponentpassingcompletions,opponentpassingyards,opponentpassingtouchdowns,opponentpassinginterceptions,opponentpassingyardsperattempt,opponentpassingyardspercompletion,opponentcompletionpercentage,opponentpasserrating,opponentthirddownattempts,opponentthirddownconversions,opponentthirddownpercentage,opponentfourthdownattempts,opponentfourthdownconversions,opponentfourthdownpercentage,opponentredzoneattempts,opponentredzoneconversions,opponentgoaltogoattempts,opponentgoaltogoconversions,opponentpenalties,opponentpenaltyyards,opponentfumbles,opponentfumbleslost,opponenttimessacked,opponenttimessackedyards,opponentquarterbackhits,opponenttacklesforloss,opponentpunts,opponentpuntyards,opponentpuntaverage,opponentgiveaways,opponenttakeaways,opponentturnoverdifferential,redzonepercentage,goaltogopercentage,opponentredzonepercentage,opponentgoaltogopercentage,extrapointkickingattempts,extrapointkickingconversions,extrapointshadblocked,extrapointpassingattempts,extrapointpassingconversions,extrapointrushingattempts,extrapointrushingconversions,fieldgoalattempts,fieldgoalsmade,opponentextrapointkickingattempts,opponentextrapointkickingconversions,opponentextrapointshadblocked,opponentextrapointpassingattempts,opponentextrapointpassingconversions,opponentextrapointrushingattempts,opponentextrapointrushingconversions,opponentfieldgoalattempts,opponentfieldgoalsmade,solotackles,assistedtackles,sacks,sackyards,passesdefended,fumblesforced,fumblesrecovered,opponentsolotackles,opponentassistedtackles,opponentsacks,opponentsackyards,opponentpassesdefended,opponentfumblesforced,opponentfumblesrecovered,dayofweek,teamgameid,teamid,opponentid,scoreid,point_diff,win,turnover_diff,third_down_pct,home,off_epa_per_play,off_success_rate,off_dropback_epa,off_rush_epa,def_epa_per_play,def_success_rate,def_dropback_epa_against,def_rush_epa_against,rolling_points_for_3,rolling_points_against_3,rolling_point_diff_3,rolling_yards_total_3,rolling_yards_allowed_3,rolling_turnover_diff_3,rolling_third_down_pct_3,rolling_win_rate_5,cumulative_points_for,cumulative_points_against,cumulative_wins,off_epa_per_play_rolling_3,off_success_rate_rolling_3,off_dropback_epa_rolling_3,off_rush_epa_rolling_3,def_epa_per_play_rolling_3,def_success_rate_rolling_3,def_dropback_epa_against_rolling_3,def_rush_epa_against_rolling_3,off_epa_per_play_rolling_5,def_epa_per_play_rolling_5
202210106.0,2022-09-11T13:00:00,1,2022,1,SF,CHI,AWAY,10.0,19.0,29.0,Soldier Field,0.0,7.0,3.0,0.0,0.0,,,33:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,12.0,0.0,,,26:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday,993003125,31,6,,-9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202210231.0,2022-09-18T16:05:00,1,2022,2,SF,SEA,HOME,27.0,7.0,34.0,Levi's Stadium,6.0,14.0,0.0,7.0,0.0,33.0,28.0,38:20,17.0,11.0,5.0,1.0,67.0,331.0,4.9,1.0,37.0,176.0,4.8,1.0,28.0,13.0,155.0,0.0,1.0,5.5,11.9,46.4,48.96,17.0,8.0,47.1,2.0,0.0,0.0,3.0,1.0,0.0,0.0,12.0,99.0,2.0,1.0,2.0,9.0,3.0,6.0,4.0,161.0,40.2,2.0,1.0,-1.0,0.0,0.0,7.0,0.0,0.0,26.0,32.0,21:40,15.0,6.0,4.0,5.0,56.0,204.0,3.6,3.0,37.0,99.0,2.7,1.0,17.0,8.0,105.0,2.0,1.0,6.2,13.1,47.1,81.74,14.0,5.0,35.7,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,24.0,0.0,0.0,2.0,16.0,4.0,4.0,6.0,277.0,46.2,1.0,2.0,1.0,33.3,0.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,14.0,2.0,16.0,2.0,0.0,0.0,47.0,12.0,2.0,9.0,3.0,1.0,1.0,Sunday,993003160,31,30,18008.0,20.0,1,-1.0,0.471,0.0,-0.1956099360816171,0.3975903614457831,-0.3048162475208069,-0.0655924404749053,-0.1060117372910975,0.3066666666666666,0.1023422614331747,-0.0861428409304109,10.0,19.0,-9.0,331.0,204.0,-1.0,0.471,0.0,10.0,19.0,0.0,-0.1956099360816171,0.3975903614457831,-0.3048162475208069,-0.0655924404749053,-0.1060117372910975,0.3066666666666666,0.1023422614331747,-0.0861428409304109,-0.1956099360816171,-0.1060117372910975
202210310.0,2022-09-25T20:20:00,1,2022,3,SF,DEN,AWAY,10.0,11.0,21.0,Empower Field at Mile High,7.0,0.0,0.0,3.0,0.0,38.0,20.0,25:31,25.0,11.0,8.0,6.0,70.0,373.0,5.3,3.0,45.0,189.0,4.2,2.0,24.0,15.0,184.0,1.0,0.0,7.7,12.3,62.5,100.0,15.0,6.0,40.0,3.0,2.0,66.7,5.0,2.0,0.0,0.0,1.0,26.0,2.0,0.0,1.0,0.0,9.0,7.0,3.0,132.0,44.0,0.0,3.0,3.0,0.0,3.0,2.0,6.0,0.0,21.0,40.0,34:29,14.0,3.0,10.0,1.0,47.0,216.0,4.6,1.0,14.0,36.0,2.6,0.0,31.0,24.0,180.0,0.0,2.0,5.8,7.5,77.4,63.91,7.0,2.0,28.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,106.0,1.0,1.0,2.0,17.0,4.0,7.0,5.0,249.0,49.8,3.0,0.0,-3.0,40.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,14.0,2.0,17.0,5.0,0.0,1.0,52.0,21.0,1.0,0.0,2.0,0.0,0.0,Sunday,993003201,31,10,18028.0,-1.0,0,3.0,0.4,0.0,0.0807719904745259,0.4712643678160919,0.3583903786519544,0.0221517125581724,-0.2423237056375372,0.375,-0.2876673519453365,-0.2710678133901508,18.5,13.0,5.5,352.0,210.0,1.0,0.435,0.5,37.0,26.0,1.0,-0.05741897280354559,0.43442736463093745,0.026787065565573753,-0.021720363958366448,-0.17416772146431736,0.3408333333333333,-0.09266254525608089,-0.17860532716028085,-0.05741897280354559,-0.17416772146431736
202210431.0,2022-10-03T20:15:00,1,2022,4,SF,LAR,HOME,24.0,9.0,33.0,Levi's Stadium,7.0,7.0,0.0,10.0,0.0,25.0,31.0,25:26,13.0,3.0,9.0,1.0,52.0,267.0,5.1,1.0,19.0,88.0,4.6,0.0,29.0,18.0,179.0,1.0,1.0,6.2,9.9,62.1,76.65,10.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,40.0,3.0,2.0,4.0,32.0,9.0,7.0,7.0,362.0,51.7,3.0,0.0,-3.0,3.0,3.0,3.0,0.0,0.0,34.0,29.0,34:34,14.0,5.0,8.0,1.0,70.0,261.0,3.7,1.0,33.0,101.0,3.1,1.0,33.0,20.0,160.0,0.0,0.0,4.8,8.0,60.6,72.79,19.0,6.0,31.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,30.0,2.0,0.0,4.0,24.0,6.0,5.0,10.0,476.0,47.6,0.0,3.0,3.0,100.0,0.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,41.0,34.0,4.0,24.0,5.0,2.0,0.0,29.0,23.0,4.0,32.0,6.0,1.0,2.0,Monday,993003236,31,32,18061.0,15.0,1,-3.0,0.1,0.0,-0.2534415544835927,0.4142857142857143,-0.2911160736909573,-0.3326845087521222,-0.2097663639392754,0.3010752688172043,-0.2412233202403686,-0.1890981878623952,15.7,12.3,3.3,323.6666666666667,227.0,-0.333,0.324,0.333,47.0,37.0,1.0,-0.12275983336356129,0.4277134811825298,-0.0791806475199366,-0.12537507888961838,-0.1860339356226367,0.3275806451612903,-0.1421828035841768,-0.18210294739431898,-0.12275983336356129,-0.1860339356226367
202210505.0,2022-10-09T16:05:00,1,2022,5,SF,CAR,AWAY,37.0,15.0,52.0,Bank of America Stadium,7.0,10.0,7.0,13.0,0.0,25.0,26.0,30:18,13.0,4.0,9.0,0.0,49.0,327.0,6.7,3.0,22.0,88.0,4.0,1.0,27.0,16.0,239.0,1.0,0.0,8.9,14.9,59.3,100.69,12.0,5.0,41.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,25.0,1.0,0.0,0.0,0.0,11.0,9.0,4.0,158.0,39.5,0.0,2.0,2.0,0.0,3.0,9.0,3.0,0.0,34.0,34.0,29:42,21.0,3.0,16.0,2.0,73.0,257.0,3.5,0.0,18.0,57.0,3.2,0.0,48.0,32.0,200.0,0.0,1.0,4.2,6.2,66.7,66.32,15.0,5.0,33.3,2.0,2.0,100.0,3.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,7.0,54.0,1.0,3.0,4.0,229.0,57.2,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,48.0,16.0,7.0,54.0,5.0,1.0,1.0,29.0,21.0,0.0,0.0,3.0,1.0,0.0,Sunday,993003259,31,5,18274.0,22.0,1,2.0,0.417,0.0,0.0273300362162439,0.3484848484848485,0.41120690910544,-0.132749612242068,-0.1500959243911148,0.4431818181818182,-0.2092697336494366,-0.1805938236705001,20.3,9.0,11.3,322.3333333333333,244.66666666666666,0.667,0.306,0.5,71.0,46.0,2.0,-0.048446509264274275,0.4113449768622182,0.1594937380221457,-0.14776080281200593,-0.2007286646559758,0.3730856956663408,-0.24605346861171387,-0.21358660830768203,-0.08523736596860998,-0.1770494328147562
202210602.0,2022-10-16T13:00:00,1,2022,6,SF,ATL,AWAY,14.0,28.0,42.0,Mercedes-Benz Stadium,0.0,14.0,0.0,0.0,0.0,30.0,18.0,26:35,22.0,9.0,12.0,1.0,61.0,397.0,6.5,5.0,29.0,153.0,5.3,2.0,30.0,18.0,244.0,2.0,0.0,8.1,13.6,60.0,108.19,12.0,7.0,58.3,0.0,0.0,0.0,4.0,4.0,0.0,0.0,9.0,50.0,2.0,1.0,2.0,9.0,11.0,7.0,2.0,75.0,37.5,1.0,1.0,0.0,14.0,7.0,7.0,0.0,0.0,29.0,42.0,33:25,15.0,4.0,10.0,1.0,65.0,308.0,4.7,1.0,17.0,64.0,3.8,1.0,42.0,25.0,244.0,0.0,1.0,5.8,9.8,59.5,65.97,15.0,3.0,20.0,5.0,3.0,60.0,3.0,1.0,0.0,0.0,5.0,33.0,2.0,0.0,6.0,31.0,5.0,6.0,3.0,154.0,51.3,1.0,1.0,0.0,100.0,0.0,33.3,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,36.0,30.0,6.0,31.0,8.0,1.0,0.0,34.0,21.0,2.0,9.0,5.0,1.0,1.0,Sunday,993003279,31,2,18174.0,-14.0,0,0.0,0.583,0.0,0.1560356786931827,0.4235294117647059,0.455297264209381,0.0446313742244715,-0.1548732204436352,0.4,-0.2625874582993506,-0.0449444560868616,23.7,11.7,12.0,330.3333333333333,275.3333333333333,-0.333,0.367,0.6,108.0,61.0,3.0,-0.023358613191388683,0.3954333248450896,0.19179603320795455,-0.1402675822565729,-0.1715785029246751,0.38141902899967417,-0.23769350406305192,-0.1382121558732523,-0.036982757036251444,-0.172614190340532
202210731.0,2022-10-23T16:25:00,1,2022,7,SF,KC,HOME,23.0,44.0,67.0,Levi's Stadium,10.0,3.0,3.0,7.0,0.0,26.0,35.0,33:45,21.0,4.0,15.0,2.0,57.0,346.0,6.1,2.0,16.0,50.0,3.1,0.0,41.0,29.0,296.0,2.0,2.0,7.2,10.2,70.7,87.04,8.0,3.0,37.5,1.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,30.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,158.0,52.7,3.0,0.0,-3.0,7.0,7.0,14.0,16.0,0.0,33.0,25.0,26:15,18.0,10.0,7.0,1.0,56.0,289.0,5.2,4.0,40.0,168.0,4.2,1.0,14.0,13.0,121.0,2.0,0.0,8.6,9.3,92.9,142.26,14.0,9.0,64.3,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,40.0,1.0,0.0,2.0,8.0,4.0,2.0,5.0,215.0,43.0,0.0,3.0,3.0,66.7,0.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,26.0,2.0,8.0,0.0,1.0,0.0,33.0,28.0,0.0,0.0,8.0,1.0,1.0,Sunday,993003318,31,16,18180.0,-21.0,0,-3.0,0.375,0.0,-0.1392623116425783,0.5,0.0267884108781193,-0.6874258496798575,0.0596534677593778,0.5277777777777778,0.3751032263083431,-0.0155834280288754,25.0,17.3,7.7,356.6666666666667,284.6666666666667,-0.333,0.458,0.6,122.0,89.0,3.0,0.014701134422282778,0.4240047534165181,0.2977641947309801,-0.2585146958991514,-0.08177189235845739,0.456986531986532,-0.03225132188014803,-0.08037390259541237,-0.025713232148443687,-0.13948114933043695
202210832.0,2022-10-30T16:25:00,1,2022,8,SF,LAR,AWAY,31.0,14.0,45.0,SoFi Stadium,0.0,10.0,7.0,14.0,0.0,33.0,45.0,29:56,25.0,6.0,18.0,1.0,72.0,444.0,6.2,2.0,21.0,101.0,4.8,0.0,46.0,29.0,343.0,2.0,2.0,7.5,11.8,63.0,82.07,14.0,8.0,57.1,0.0,0.0,0.0,5.0,2.0,0.0,0.0,10.0,80.0,1.0,1.0,5.0,26.0,3.0,1.0,1.0,29.0,29.0,3.0,2.0,-1.0,7.0,7.0,0.0,0.0,0.0,26.0,15.0,30:04,24.0,4.0,19.0,1.0,58.0,529.0,9.1,6.0,21.0,112.0,5.3,3.0,36.0,25.0,417.0,3.0,1.0,11.6,16.7,69.4,124.42,9.0,6.0,66.7,0.0,0.0,0.0,5.0,4.0,0.0,0.0,8.0,84.0,2.0,1.0,1.0,6.0,8.0,4.0,1.0,33.0,33.0,2.0,3.0,1.0,40.0,0.0,80.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,15.0,1.0,6.0,4.0,0.0,1.0,45.0,28.0,5.0,26.0,8.0,1.0,1.0,Sunday,993003349,31,32,18046.0,17.0,1,-1.0,0.571,0.0,0.0510377413224295,0.4432989690721649,0.0245378258961433,-0.0070261246596817,0.3767741414541166,0.5569620253164557,0.6228752927864504,0.2289586439177295,24.7,29.0,-4.3,395.6666666666667,375.3333333333333,-1.333,0.51,0.4,145.0,133.0,3.0,0.022603702791011312,0.45560946027895693,0.1688745003278812,-0.21660686670502258,0.09385146292328639,0.49491326769807786,0.24513035359848093,0.05614358660066416,-0.03166008197886297,-0.015661579912106195
202211031.0,2022-11-13T20:20:00,1,2022,10,SF,LAC,HOME,22.0,16.0,38.0,Levi's Stadium,3.0,7.0,3.0,9.0,0.0,29.0,56.0,36:59,22.0,8.0,12.0,2.0,52.0,368.0,7.1,4.0,23.0,111.0,4.8,1.0,26.0,22.0,257.0,3.0,0.0,9.9,11.7,84.6,146.31,9.0,5.0,55.6,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,8.0,1.0,0.0,3.0,12.0,6.0,2.0,3.0,123.0,41.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,30.0,4.0,23:01,16.0,3.0,11.0,2.0,56.0,223.0,4.0,2.0,21.0,56.0,2.7,1.0,33.0,22.0,167.0,1.0,0.0,5.1,7.6,66.7,88.83,13.0,8.0,61.5,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,50.0,0.0,0.0,2.0,20.0,4.0,6.0,5.0,253.0,50.6,0.0,0.0,0.0,75.0,0.0,100.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,25.0,2.0,20.0,2.0,0.0,0.0,33.0,30.0,3.0,12.0,4.0,1.0,0.0,Sunday,993003406,31,29,18129.0,6.0,1,0.0,0.556,0.0,0.2633374737604631,0.5373134328358209,0.6317568607169124,0.0004401547072727386,-0.0618280477667143,0.3661971830985915,0.0895654108546869,-0.3171874483630649,22.7,28.7,-6.0,386.0,347.0,-1.333,0.501,0.6,176.0,147.0,4.0,0.058370967813438125,0.49353746730266196,0.22769436583039168,-0.2313372732107555,0.12486652048226,0.4836456620642749,0.36251464331649347,-0.0346040774914036,0.07169572366994818,0.013926083322406019
202211101.0,2022-11-21T20:15:00,1,2022,11,SF,ARI,AWAY,38.0,10.0,48.0,Estadio Azteca,0.0,17.0,14.0,7.0,0.0,36.0,59.0,29:09,22.0,12.0,10.0,0.0,70.0,387.0,5.5,2.0,41.0,157.0,3.8,2.0,28.0,19.0,230.0,0.0,0.0,8.2,12.1,67.9,92.86,17.0,9.0,52.9,1.0,1.0,100.0,5.0,2.0,0.0,0.0,5.0,52.0,1.0,1.0,1.0,10.0,9.0,5.0,4.0,132.0,33.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,23.0,1.0,30:51,12.0,3.0,7.0,2.0,56.0,238.0,4.2,1.0,16.0,51.0,3.2,0.0,37.0,21.0,187.0,1.0,1.0,5.1,8.9,56.8,68.19,16.0,6.0,37.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,3.0,9.0,1.0,6.0,5.0,200.0,40.0,1.0,1.0,0.0,40.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,33.0,18.0,3.0,9.0,7.0,1.0,0.0,42.0,40.0,1.0,10.0,0.0,1.0,1.0,Monday,993003435,31,1,18073.0,28.0,1,0.0,0.529,0.0,-0.0281683711434232,0.4941176470588235,0.1221413472660803,-0.0082859695560075,-0.1091626492050472,0.2894736842105263,-0.1038043684516917,-0.1415031514230317,25.3,24.7,0.7,399.6666666666667,330.0,-0.333,0.552,0.6,198.0,163.0,5.0,0.09540228131315649,0.49157668298893636,0.25947867795971197,-0.004957313169472154,0.06859448149411834,0.40421096420852454,0.20287877839648186,-0.07657731862278903,0.06059604219801477,0.02211273835961954
