gamekey,date,seasontype,season,week,team,opponent,home_away,points_for,points_against,totalscore,stadium,scorequarter1,scorequarter2,scorequarter3,scorequarter4,scoreovertime,timeofpossessionminutes,timeofpossessionseconds,timeofpossession,firstdowns,firstdownsbyrushing,firstdownsbypassing,firstdownsbypenalty,offensiveplays,offensiveyards,offensiveyardsperplay,touchdowns,rushingattempts,rushingyards,rushingyardsperattempt,rushingtouchdowns,passingattempts,passingcompletions,passingyards,passingtouchdowns,passinginterceptions,passingyardsperattempt,passingyardspercompletion,completionpercentage,passerrating,thirddownattempts,thirddownconversions,thirddownpercentage,fourthdownattempts,fourthdownconversions,fourthdownpercentage,redzoneattempts,redzoneconversions,goaltogoattempts,goaltogoconversions,penalties,penaltyyards,fumbles,fumbleslost,timessacked,timessackedyards,quarterbackhits,tacklesforloss,punts,puntyards,puntaverage,giveaways,takeaways,turnoverdifferential,opponentscorequarter1,opponentscorequarter2,opponentscorequarter3,opponentscorequarter4,opponentscoreovertime,opponenttimeofpossessionminutes,opponenttimeofpossessionseconds,opponenttimeofpossession,opponentfirstdowns,opponentfirstdownsbyrushing,opponentfirstdownsbypassing,opponentfirstdownsbypenalty,opponentoffensiveplays,opponentoffensiveyards,opponentoffensiveyardsperplay,opponenttouchdowns,opponentrushingattempts,opponentrushingyards,opponentrushingyardsperattempt,opponentrushingtouchdowns,opponentpassingattempts,opponentpassingcompletions,opponentpassingyards,opponentpassingtouchdowns,opponentpassinginterceptions,opponentpassingyardsperattempt,opponentpassingyardspercompletion,opponentcompletionpercentage,opponentpasserrating,opponentthirddownattempts,opponentthirddownconversions,opponentthirddownpercentage,opponentfourthdownattempts,opponentfourthdownconversions,opponentfourthdownpercentage,opponentredzoneattempts,opponentredzoneconversions,opponentgoaltogoattempts,opponentgoaltogoconversions,opponentpenalties,opponentpenaltyyards,opponentfumbles,opponentfumbleslost,opponenttimessacked,opponenttimessackedyards,opponentquarterbackhits,opponenttacklesforloss,opponentpunts,opponentpuntyards,opponentpuntaverage,opponentgiveaways,opponenttakeaways,opponentturnoverdifferential,redzonepercentage,goaltogopercentage,opponentredzonepercentage,opponentgoaltogopercentage,extrapointkickingattempts,extrapointkickingconversions,extrapointshadblocked,extrapointpassingattempts,extrapointpassingconversions,extrapointrushingattempts,extrapointrushingconversions,fieldgoalattempts,fieldgoalsmade,opponentextrapointkickingattempts,opponentextrapointkickingconversions,opponentextrapointshadblocked,opponentextrapointpassingattempts,opponentextrapointpassingconversions,opponentextrapointrushingattempts,opponentextrapointrushingconversions,opponentfieldgoalattempts,opponentfieldgoalsmade,solotackles,assistedtackles,sacks,sackyards,passesdefended,fumblesforced,fumblesrecovered,opponentsolotackles,opponentassistedtackles,opponentsacks,opponentsackyards,opponentpassesdefended,opponentfumblesforced,opponentfumblesrecovered,dayofweek,teamgameid,teamid,opponentid,scoreid,point_diff,win,turnover_diff,third_down_pct,home,rolling_points_for_3,rolling_points_against_3,rolling_point_diff_3,rolling_yards_total_3,rolling_yards_allowed_3,rolling_turnover_diff_3,rolling_third_down_pct_3,rolling_win_rate_5,cumulative_points_for,cumulative_points_against,cumulative_wins,target_next_point_diff,opp_gamekey,opp_date,opp_seasontype,opp_season,opp_week,opp_team,opp_opponent,opp_home_away,opp_points_for,opp_points_against,opp_totalscore,opp_stadium,opp_scorequarter1,opp_scorequarter2,opp_scorequarter3,opp_scorequarter4,opp_scoreovertime,opp_timeofpossessionminutes,opp_timeofpossessionseconds,opp_timeofpossession,opp_firstdowns,opp_firstdownsbyrushing,opp_firstdownsbypassing,opp_firstdownsbypenalty,opp_offensiveplays,opp_offensiveyards,opp_offensiveyardsperplay,opp_touchdowns,opp_rushingattempts,opp_rushingyards,opp_rushingyardsperattempt,opp_rushingtouchdowns,opp_passingattempts,opp_passingcompletions,opp_passingyards,opp_passingtouchdowns,opp_passinginterceptions,opp_passingyardsperattempt,opp_passingyardspercompletion,opp_completionpercentage,opp_passerrating,opp_thirddownattempts,opp_thirddownconversions,opp_thirddownpercentage,opp_fourthdownattempts,opp_fourthdownconversions,opp_fourthdownpercentage,opp_redzoneattempts,opp_redzoneconversions,opp_goaltogoattempts,opp_goaltogoconversions,opp_penalties,opp_penaltyyards,opp_fumbles,opp_fumbleslost,opp_timessacked,opp_timessackedyards,opp_quarterbackhits,opp_tacklesforloss,opp_punts,opp_puntyards,opp_puntaverage,opp_giveaways,opp_takeaways,opp_turnoverdifferential,opp_opponentscorequarter1,opp_opponentscorequarter2,opp_opponentscorequarter3,opp_opponentscorequarter4,opp_opponentscoreovertime,opp_opponenttimeofpossessionminutes,opp_opponenttimeofpossessionseconds,opp_opponenttimeofpossession,opp_opponentfirstdowns,opp_opponentfirstdownsbyrushing,opp_opponentfirstdownsbypassing,opp_opponentfirstdownsbypenalty,opp_opponentoffensiveplays,opp_opponentoffensiveyards,opp_opponentoffensiveyardsperplay,opp_opponenttouchdowns,opp_opponentrushingattempts,opp_opponentrushingyards,opp_opponentrushingyardsperattempt,opp_opponentrushingtouchdowns,opp_opponentpassingattempts,opp_opponentpassingcompletions,opp_opponentpassingyards,opp_opponentpassingtouchdowns,opp_opponentpassinginterceptions,opp_opponentpassingyardsperattempt,opp_opponentpassingyardspercompletion,opp_opponentcompletionpercentage,opp_opponentpasserrating,opp_opponentthirddownattempts,opp_opponentthirddownconversions,opp_opponentthirddownpercentage,opp_opponentfourthdownattempts,opp_opponentfourthdownconversions,opp_opponentfourthdownpercentage,opp_opponentredzoneattempts,opp_opponentredzoneconversions,opp_opponentgoaltogoattempts,opp_opponentgoaltogoconversions,opp_opponentpenalties,opp_opponentpenaltyyards,opp_opponentfumbles,opp_opponentfumbleslost,opp_opponenttimessacked,opp_opponenttimessackedyards,opp_opponentquarterbackhits,opp_opponenttacklesforloss,opp_opponentpunts,opp_opponentpuntyards,opp_opponentpuntaverage,opp_opponentgiveaways,opp_opponenttakeaways,opp_opponentturnoverdifferential,opp_redzonepercentage,opp_goaltogopercentage,opp_opponentredzonepercentage,opp_opponentgoaltogopercentage,opp_extrapointkickingattempts,opp_extrapointkickingconversions,opp_extrapointshadblocked,opp_extrapointpassingattempts,opp_extrapointpassingconversions,opp_extrapointrushingattempts,opp_extrapointrushingconversions,opp_fieldgoalattempts,opp_fieldgoalsmade,opp_opponentextrapointkickingattempts,opp_opponentextrapointkickingconversions,opp_opponentextrapointshadblocked,opp_opponentextrapointpassingattempts,opp_opponentextrapointpassingconversions,opp_opponentextrapointrushingattempts,opp_opponentextrapointrushingconversions,opp_opponentfieldgoalattempts,opp_opponentfieldgoalsmade,opp_solotackles,opp_assistedtackles,opp_sacks,opp_sackyards,opp_passesdefended,opp_fumblesforced,opp_fumblesrecovered,opp_opponentsolotackles,opp_opponentassistedtackles,opp_opponentsacks,opp_opponentsackyards,opp_opponentpassesdefended,opp_opponentfumblesforced,opp_opponentfumblesrecovered,opp_dayofweek,opp_teamgameid,opp_teamid,opp_opponentid,opp_scoreid,opp_point_diff,opp_win,opp_turnover_diff,opp_third_down_pct,opp_home,opp_rolling_points_for_3,opp_rolling_points_against_3,opp_rolling_point_diff_3,opp_rolling_yards_total_3,opp_rolling_yards_allowed_3,opp_rolling_turnover_diff_3,opp_rolling_third_down_pct_3,opp_rolling_win_rate_5,opp_cumulative_points_for,opp_cumulative_points_against,opp_cumulative_wins,opp_target_next_point_diff
202310330,2023-09-24T16:05:00,1,2023,3,SEA,CAR,HOME,37,27,64,Lumen Field,3,9,10,15,0,30,28,30:28,27,10,14,3,71,425,6.0,3,33,146,4.4,2,36,23,279,1,1,7.8,12.1,63.9,85.3,13,3,23.1,1,1,100.0,6,3,0,0,8,82,0,0,2,17,10,4,2,93,46.5,1,0,-1,3,10,0,14,0,29,32,29:32,23,3,17,3,75,378,5.0,3,14,44,3.1,1,58,34,334,2,0,5.8,9.8,58.6,86.42,19,10,52.6,1,0,0.0,2,2,0,0,13,82,0,0,3,27,8,6,5,246,49.2,0,1,1,50.0,0,100.0,0,2,2,0,2,1,0,0,5,5,3,3,0,0,0,0,0,3,2,44,19,3,27,8,0,0,46,20,2,17,3,0,0,Sunday,993003862,30,5,18464,10,1,-1,0.231,0,,,,,,,,,50.0,61.0,1.0,21.0,202310330,2023-09-24T16:05:00,1,2023,3,CAR,SEA,AWAY,27,37,64,Lumen Field,3,10,0,14,0,29,32,29:32,23,3,17,3,75,378,5.0,3,14,44,3.1,1,58,34,334,2,0,5.8,9.8,58.6,86.42,19,10,52.6,1,0,0.0,2,2,0,0,13,82,0,0,3,27,8,6,5,246,49.2,0,1,1,3,9,10,15,0,30,28,30:28,27,10,14,3,71,425,6.0,3,33,146,4.4,2,36,23,279,1,1,7.8,12.1,63.9,85.3,13,3,23.1,1,1,100.0,6,3,0,0,8,82,0,0,2,17,10,4,2,93,46.5,1,0,-1,100.0,0,50.0,0,3,3,0,0,0,0,0,3,2,2,2,0,2,1,0,0,5,5,46,20,2,17,3,0,0,44,19,3,27,8,0,0,Sunday,993003861,5,30,18464,-10,0,1,0.526,0,,,,,,,,,27.0,44.0,0.0,-8.0
202310301,2023-09-24T16:25:00,1,2023,3,ARI,DAL,HOME,28,16,44,State Farm Stadium,9,12,0,7,0,25,27,25:27,20,8,8,4,53,400,7.5,3,30,222,7.4,2,21,17,178,1,0,8.5,10.5,81.0,117.86,10,5,50.0,0,0,0.0,2,2,0,0,8,69,0,0,2,11,4,5,2,94,47.0,0,1,1,3,7,3,3,0,34,33,34:33,26,12,11,3,75,416,5.5,1,33,185,5.6,0,40,25,231,1,1,5.8,9.2,62.5,76.15,16,9,56.2,1,0,0.0,5,1,0,0,13,107,0,0,2,18,4,6,2,102,51.0,1,0,-1,100.0,0,20.0,0,1,1,0,3,0,0,0,3,3,1,1,0,0,0,0,0,3,3,51,23,2,18,9,0,0,34,26,2,11,1,0,0,Sunday,993003864,1,9,18466,12,1,1,0.5,0,,,,,,,,,44.0,51.0,0.0,-19.0,202310301,2023-09-24T16:25:00,1,2023,3,DAL,ARI,AWAY,16,28,44,State Farm Stadium,3,7,3,3,0,34,33,34:33,26,12,11,3,75,416,5.5,1,33,185,5.6,0,40,25,231,1,1,5.8,9.2,62.5,76.15,16,9,56.2,1,0,0.0,5,1,0,0,13,107,0,0,2,18,4,6,2,102,51.0,1,0,-1,9,12,0,7,0,25,27,25:27,20,8,8,4,53,400,7.5,3,30,222,7.4,2,21,17,178,1,0,8.5,10.5,81.0,117.86,10,5,50.0,0,0,0.0,2,2,0,0,8,69,0,0,2,11,4,5,2,94,47.0,0,1,1,20.0,0,100.0,0,1,1,0,0,0,0,0,3,3,1,1,0,3,0,0,0,3,3,34,26,2,11,1,0,0,51,23,2,18,9,0,0,Sunday,993003863,9,1,18466,-12,0,-1,0.562,0,,,,,,,,,70.0,10.0,2.0,35.0
202310316,2023-09-24T16:25:00,1,2023,3,KC,CHI,HOME,41,10,51,Arrowhead Stadium,7,27,7,0,0,36,13,36:13,31,12,16,3,75,456,6.1,5,37,153,4.1,2,38,27,303,3,2,8.0,11.2,71.1,98.9,14,10,71.4,0,0,0.0,5,5,0,0,3,15,0,0,0,0,5,3,1,55,55.0,2,2,0,0,0,0,10,0,23,47,23:47,11,6,5,0,51,203,4.0,1,26,116,4.5,0,22,11,87,1,1,4.0,7.9,50.0,56.44,12,4,33.3,2,1,50.0,2,1,0,0,6,32,1,1,3,12,5,6,5,229,45.8,2,2,0,100.0,0,50.0,0,5,5,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,1,32,20,3,12,3,1,1,47,36,0,0,4,0,0,Sunday,993003866,16,6,18465,31,1,0,0.714,0,,,,,,,,,37.0,30.0,1.0,3.0,202310316,2023-09-24T16:25:00,1,2023,3,CHI,KC,AWAY,10,41,51,Arrowhead Stadium,0,0,0,10,0,23,47,23:47,11,6,5,0,51,203,4.0,1,26,116,4.5,0,22,11,87,1,1,4.0,7.9,50.0,56.44,12,4,33.3,2,1,50.0,2,1,0,0,6,32,1,1,3,12,5,6,5,229,45.8,2,2,0,7,27,7,0,0,36,13,36:13,31,12,16,3,75,456,6.1,5,37,153,4.1,2,38,27,303,3,2,8.0,11.2,71.1,98.9,14,10,71.4,0,0,0.0,5,5,0,0,3,15,0,0,0,0,5,3,1,55,55.0,2,2,0,50.0,0,100.0,0,1,1,0,0,0,0,0,1,1,5,5,0,0,0,0,0,2,2,47,36,0,0,4,0,0,32,20,3,12,3,1,1,Sunday,993003865,6,16,18465,-31,0,0,0.333,0,,,,,,,,,37.0,65.0,0.0,-3.0
202310325,2023-09-24T20:20:00,1,2023,3,LV,PIT,HOME,18,23,41,Allegiant Stadium,7,0,0,11,0,29,57,29:57,19,4,12,3,67,362,5.4,2,19,69,3.6,0,44,28,293,2,3,6.7,10.5,63.6,69.6,13,4,30.8,2,1,50.0,2,1,0,0,7,60,1,0,4,31,5,5,5,262,52.4,3,0,-3,7,6,10,0,0,30,3,30:03,17,5,10,2,60,333,5.6,2,31,105,3.4,0,28,16,228,2,0,8.1,14.2,57.1,107.44,15,6,40.0,0,0,0.0,1,1,0,0,6,45,0,0,1,7,8,5,6,323,53.8,0,3,3,50.0,0,100.0,0,1,1,0,2,1,0,0,1,1,2,2,0,0,0,0,0,3,3,37,24,1,7,3,0,0,41,16,4,31,6,0,0,Sunday,993003868,25,28,18467,-5,0,-3,0.308,0,,,,,,,,,27.0,54.0,1.0,-7.0,202310325,2023-09-24T20:20:00,1,2023,3,PIT,LV,AWAY,23,18,41,Allegiant Stadium,7,6,10,0,0,30,3,30:03,17,5,10,2,60,333,5.6,2,31,105,3.4,0,28,16,228,2,0,8.1,14.2,57.1,107.44,15,6,40.0,0,0,0.0,1,1,0,0,6,45,0,0,1,7,8,5,6,323,53.8,0,3,3,7,0,0,11,0,29,57,29:57,19,4,12,3,67,362,5.4,2,19,69,3.6,0,44,28,293,2,3,6.7,10.5,63.6,69.6,13,4,30.8,2,1,50.0,2,1,0,0,7,60,1,0,4,31,5,5,5,262,52.4,3,0,-3,100.0,0,50.0,0,2,2,0,0,0,0,0,3,3,1,1,0,2,1,0,0,1,1,41,16,4,31,6,0,0,37,24,1,7,3,0,0,Sunday,993003867,28,25,18467,5,1,3,0.4,0,,,,,,,,,33.0,52.0,1.0,-24.0
202310333,2023-09-25T19:15:00,1,2023,3,TB,PHI,HOME,11,25,36,Raymond James Stadium,0,3,0,8,0,21,5,21:05,12,1,10,1,44,174,4.0,1,17,41,2.4,0,25,15,133,1,1,5.3,8.9,60.0,70.92,10,5,50.0,0,0,0.0,2,1,0,0,4,20,2,1,2,13,4,3,4,230,57.5,2,2,0,3,10,9,3,0,38,55,38:55,27,12,13,2,78,472,6.1,2,40,201,5.0,1,37,23,271,1,2,7.3,11.8,62.2,70.89,16,10,62.5,3,2,66.7,5,1,0,0,3,20,0,0,1,6,5,4,1,38,38.0,2,2,0,50.0,0,20.0,0,0,0,0,2,1,0,0,1,1,2,2,0,0,0,0,0,3,3,50,32,1,6,3,0,0,29,13,2,13,2,2,1,Monday,993003870,33,26,18468,-14,0,0,0.5,0,,,,,,,,,47.0,34.0,2.0,17.0,202310333,2023-09-25T19:15:00,1,2023,3,PHI,TB,AWAY,25,11,36,Raymond James Stadium,3,10,9,3,0,38,55,38:55,27,12,13,2,78,472,6.1,2,40,201,5.0,1,37,23,271,1,2,7.3,11.8,62.2,70.89,16,10,62.5,3,2,66.7,5,1,0,0,3,20,0,0,1,6,5,4,1,38,38.0,2,2,0,0,3,0,8,0,21,5,21:05,12,1,10,1,44,174,4.0,1,17,41,2.4,0,25,15,133,1,1,5.3,8.9,60.0,70.92,10,5,50.0,0,0,0.0,2,1,0,0,4,20,2,1,2,13,4,3,4,230,57.5,2,2,0,20.0,0,50.0,0,2,2,0,0,0,0,0,3,3,0,0,0,2,1,0,0,1,1,29,13,2,13,2,2,1,50,32,1,6,3,0,0,Monday,993003869,26,33,18468,14,1,0,0.625,0,,,,,,,,,59.0,48.0,2.0,3.0
202310307,2023-09-25T20:15:00,1,2023,3,CIN,LAR,HOME,19,16,35,Paycor Stadium,0,6,10,3,0,36,0,36:00,19,5,12,2,74,309,4.2,1,23,67,2.9,1,49,26,242,0,1,4.9,9.3,53.1,58.38,17,5,29.4,1,1,100.0,1,1,0,0,7,49,0,0,2,17,10,7,5,211,42.2,1,2,1,3,3,3,7,0,24,0,24:00,15,2,12,1,52,292,5.6,1,13,71,5.5,0,33,18,221,1,2,6.7,12.3,54.5,60.29,11,1,9.1,1,1,100.0,4,1,0,0,4,28,0,0,6,48,6,4,6,306,51.0,2,1,-1,100.0,0,25.0,0,1,1,0,0,0,0,0,5,4,1,1,0,0,0,0,0,3,3,35,9,6,48,5,0,0,40,19,2,17,6,0,0,Monday,993003872,7,32,18469,3,1,1,0.294,0,,,,,,,,,27.0,51.0,0.0,-24.0,202310307,2023-09-25T20:15:00,1,2023,3,LAR,CIN,AWAY,16,19,35,Paycor Stadium,3,3,3,7,0,24,0,24:00,15,2,12,1,52,292,5.6,1,13,71,5.5,0,33,18,221,1,2,6.7,12.3,54.5,60.29,11,1,9.1,1,1,100.0,4,1,0,0,4,28,0,0,6,48,6,4,6,306,51.0,2,1,-1,0,6,10,3,0,36,0,36:00,19,5,12,2,74,309,4.2,1,23,67,2.9,1,49,26,242,0,1,4.9,9.3,53.1,58.38,17,5,29.4,1,1,100.0,1,1,0,0,7,49,0,0,2,17,10,7,5,211,42.2,1,2,1,25.0,0,100.0,0,1,1,0,0,0,0,0,3,3,1,1,0,0,0,0,0,5,4,40,19,2,17,6,0,0,35,9,6,48,5,0,0,Monday,993003871,32,7,18469,-3,0,-1,0.091,0,,,,,,,,,53.0,43.0,1.0,6.0
202310412,2023-09-28T20:15:00,1,2023,4,GB,DET,HOME,20,34,54,Lambeau Field,3,0,8,9,0,22,2,22:02,15,2,9,4,53,230,4.3,2,12,27,2.2,1,36,23,203,1,2,5.6,8.8,63.9,64.93,11,3,27.3,1,1,100.0,4,2,0,0,4,31,2,0,5,43,6,6,5,259,51.8,2,1,-1,14,13,0,7,0,37,58,37:58,25,13,11,1,73,401,5.5,4,43,211,4.9,3,28,19,190,1,1,6.8,10.0,67.9,83.93,17,7,41.2,2,2,100.0,6,3,0,0,8,70,0,0,2,20,11,8,4,180,45.0,1,2,1,50.0,0,50.0,0,0,0,0,3,1,0,0,2,2,4,4,0,0,0,0,0,2,2,53,26,2,20,2,0,0,33,17,5,43,6,1,0,Thursday,993003874,12,11,18500,-14,0,-1,0.273,0,26.7,20.7,6.0,297.7,336.3333333333333,0.667,0.447,,80.0,62.0,2.0,-4.0,202310412,2023-09-28T20:15:00,1,2023,4,DET,GB,AWAY,34,20,54,Lambeau Field,14,13,0,7,0,37,58,37:58,25,13,11,1,73,401,5.5,4,43,211,4.9,3,28,19,190,1,1,6.8,10.0,67.9,83.93,17,7,41.2,2,2,100.0,6,3,0,0,8,70,0,0,2,20,11,8,4,180,45.0,1,2,1,3,0,8,9,0,22,2,22:02,15,2,9,4,53,230,4.3,2,12,27,2.2,1,36,23,203,1,2,5.6,8.8,63.9,64.93,11,3,27.3,1,1,100.0,4,2,0,0,4,31,2,0,5,43,6,6,5,259,51.8,2,1,-1,50.0,0,50.0,0,4,4,0,0,0,0,0,2,2,0,0,0,3,1,0,0,2,2,33,17,5,43,6,1,0,53,26,2,20,2,0,0,Thursday,993003873,11,12,18500,14,1,1,0.412,0,24.0,21.0,3.0,381.3,297.3333333333333,-1.0,0.388,,72.0,63.0,2.0,18.0
202310415,2023-10-01T09:30:00,1,2023,4,JAX,ATL,HOME,23,7,30,Wembley Stadium,7,10,0,6,0,32,51,32:51,16,4,11,1,64,300,4.7,2,32,105,3.3,0,30,23,195,1,0,6.5,8.5,76.7,104.17,14,5,35.7,2,1,50.0,1,0,0,0,3,25,2,0,2,12,7,6,3,160,53.3,0,3,3,0,0,7,0,0,27,9,27:09,17,6,11,0,57,287,5.0,1,22,127,5.8,0,31,19,160,1,2,5.2,8.4,61.3,58.53,12,6,50.0,1,0,0.0,2,1,0,0,3,50,1,1,4,31,7,3,5,271,54.2,3,0,-3,0.0,0,50.0,0,2,2,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,40,11,4,31,9,1,1,40,36,2,12,0,2,0,Sunday,993003876,15,2,18332,16,1,3,0.357,0,19.0,25.0,-6.0,339.0,348.3333333333333,0.333,0.295,,57.0,75.0,1.0,5.0,202310415,2023-10-01T09:30:00,1,2023,4,ATL,JAX,AWAY,7,23,30,Wembley Stadium,0,0,7,0,0,27,9,27:09,17,6,11,0,57,287,5.0,1,22,127,5.8,0,31,19,160,1,2,5.2,8.4,61.3,58.53,12,6,50.0,1,0,0.0,2,1,0,0,3,50,1,1,4,31,7,3,5,271,54.2,3,0,-3,7,10,0,6,0,32,51,32:51,16,4,11,1,64,300,4.7,2,32,105,3.3,0,30,23,195,1,0,6.5,8.5,76.7,104.17,14,5,35.7,2,1,50.0,1,0,0,0,3,25,2,0,2,12,7,6,3,160,53.3,0,3,3,50.0,0,0.0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,3,40,36,2,12,0,2,0,40,11,4,31,9,1,1,Sunday,993003875,2,15,18332,-16,0,-3,0.5,0,18.3,18.0,0.3,283.3,287.6666666666667,0.667,0.295,,55.0,54.0,2.0,2.0
202310405,2023-10-01T13:00:00,1,2023,4,CAR,MIN,HOME,13,21,34,Bank of America Stadium,7,6,0,0,0,38,29,38:29,20,7,11,2,68,232,3.4,1,31,83,2.7,0,32,25,149,0,0,4.7,6.0,78.1,86.07,14,5,35.7,3,2,66.7,2,0,0,0,6,80,2,1,5,55,4,3,5,229,45.8,1,2,1,0,7,14,0,0,21,31,21:31,14,4,9,1,44,265,6.0,3,23,135,5.9,0,19,12,130,2,2,6.8,10.8,63.2,78.73,8,1,12.5,2,1,50.0,2,1,0,0,7,37,1,0,2,9,6,8,4,216,54.0,2,1,-1,0.0,0,50.0,0,1,1,0,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,29,20,2,9,3,0,0,48,40,5,55,3,2,1,Sunday,993003878,5,20,18508,-8,0,1,0.357,0,18.0,27.0,-9.0,299.3,329.0,-0.667,0.39,,54.0,81.0,0.0,-18.0,202310405,2023-10-01T13:00:00,1,2023,4,MIN,CAR,AWAY,21,13,34,Bank of America Stadium,0,7,14,0,0,21,31,21:31,14,4,9,1,44,265,6.0,3,23,135,5.9,0,19,12,130,2,2,6.8,10.8,63.2,78.73,8,1,12.5,2,1,50.0,2,1,0,0,7,37,1,0,2,9,6,8,4,216,54.0,2,1,-1,7,6,0,0,0,38,29,38:29,20,7,11,2,68,232,3.4,1,31,83,2.7,0,32,25,149,0,0,4.7,6.0,78.1,86.07,14,5,35.7,3,2,66.7,2,0,0,0,6,80,2,1,5,55,4,3,5,229,45.8,1,2,1,50.0,0,0.0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,48,40,5,55,3,2,1,29,20,2,9,3,0,0,Sunday,993003877,20,5,18508,8,1,-1,0.125,0,23.0,27.3,-4.3,406.0,382.3333333333333,-2.333,0.438,,69.0,82.0,0.0,-7.0
202310413,2023-10-01T13:00:00,1,2023,4,HOU,PIT,HOME,30,6,36,NRG Stadium,10,6,0,14,0,32,35,32:35,24,9,14,1,69,451,6.5,3,38,139,3.7,0,31,17,312,3,0,10.1,18.4,54.8,121.98,12,6,50.0,1,0,0.0,3,2,0,0,8,63,2,0,0,0,6,7,3,114,38.0,0,1,1,0,0,6,0,0,27,25,27:25,12,7,4,1,56,225,4.0,0,25,114,4.6,0,28,18,111,0,1,4.0,6.2,64.3,57.29,14,6,42.9,1,0,0.0,2,0,0,0,2,18,2,0,3,21,6,3,5,238,47.6,1,0,-1,66.7,0,0.0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,36,27,3,21,5,2,0,40,31,0,0,4,1,0,Sunday,993003892,13,28,18509,24,1,1,0.5,0,22.0,24.3,-2.3,341.0,340.6666666666667,0.667,0.488,,66.0,73.0,1.0,-2.0,202310413,2023-10-01T13:00:00,1,2023,4,PIT,HOU,AWAY,6,30,36,NRG Stadium,0,0,6,0,0,27,25,27:25,12,7,4,1,56,225,4.0,0,25,114,4.6,0,28,18,111,0,1,4.0,6.2,64.3,57.29,14,6,42.9,1,0,0.0,2,0,0,0,2,18,2,0,3,21,6,3,5,238,47.6,1,0,-1,10,6,0,14,0,32,35,32:35,24,9,14,1,69,451,6.5,3,38,139,3.7,0,31,17,312,3,0,10.1,18.4,54.8,121.98,12,6,50.0,1,0,0.0,3,2,0,0,8,63,2,0,0,0,6,7,3,114,38.0,0,1,1,0.0,0,66.7,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,3,3,40,31,0,0,4,1,0,36,27,3,21,5,2,0,Sunday,993003891,28,13,18509,-24,0,-1,0.429,0,18.7,23.3,-4.7,275.7,387.0,1.333,0.34,,56.0,70.0,2.0,7.0
202310422,2023-10-01T13:00:00,1,2023,4,NO,TB,HOME,9,26,35,Caesars Superdome,3,0,3,3,0,28,49,28:49,16,4,9,3,61,197,3.2,0,19,70,3.7,0,39,24,127,0,1,3.3,5.3,61.5,56.25,14,5,35.7,2,1,50.0,2,0,0,0,7,58,2,2,3,13,3,4,4,162,40.5,3,1,-2,0,14,0,12,0,31,11,31:11,21,6,13,2,67,353,5.3,3,33,114,3.5,0,33,25,239,3,1,7.2,9.6,75.8,113.07,15,8,53.3,0,0,0.0,4,3,0,0,11,91,0,0,1,7,5,4,4,190,47.5,1,3,2,0.0,0,75.0,0,0,0,0,0,0,0,0,3,3,2,2,0,2,0,0,0,2,2,39,35,1,7,3,0,0,37,19,3,13,4,2,2,Sunday,993003884,22,33,18506,-17,0,-2,0.357,0,17.7,16.7,1.0,314.7,288.0,0.667,0.387,,53.0,50.0,2.0,34.0,202310422,2023-10-01T13:00:00,1,2023,4,TB,NO,AWAY,26,9,35,Caesars Superdome,0,14,0,12,0,31,11,31:11,21,6,13,2,67,353,5.3,3,33,114,3.5,0,33,25,239,3,1,7.2,9.6,75.8,113.07,15,8,53.3,0,0,0.0,4,3,0,0,11,91,0,0,1,7,5,4,4,190,47.5,1,3,2,3,0,3,3,0,28,49,28:49,16,4,9,3,61,197,3.2,0,19,70,3.7,0,39,24,127,0,1,3.3,5.3,61.5,56.25,14,5,35.7,2,1,50.0,2,0,0,0,7,58,2,2,3,13,3,4,4,162,40.5,3,1,-2,75.0,0,0.0,0,2,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,3,3,37,19,3,13,4,2,2,39,35,1,7,3,0,0,Sunday,993003883,33,22,18506,17,1,2,0.533,0,19.3,19.7,-0.3,284.3,359.0,1.667,0.462,,58.0,59.0,2.0,-14.0
