gamekey,date,seasontype,season,week,team,opponent,home_away,points_for,points_against,totalscore,stadium,scorequarter1,scorequarter2,scorequarter3,scorequarter4,scoreovertime,timeofpossessionminutes,timeofpossessionseconds,timeofpossession,firstdowns,firstdownsbyrushing,firstdownsbypassing,firstdownsbypenalty,offensiveplays,offensiveyards,offensiveyardsperplay,touchdowns,rushingattempts,rushingyards,rushingyardsperattempt,rushingtouchdowns,passingattempts,passingcompletions,passingyards,passingtouchdowns,passinginterceptions,passingyardsperattempt,passingyardspercompletion,completionpercentage,passerrating,thirddownattempts,thirddownconversions,thirddownpercentage,fourthdownattempts,fourthdownconversions,fourthdownpercentage,redzoneattempts,redzoneconversions,goaltogoattempts,goaltogoconversions,penalties,penaltyyards,fumbles,fumbleslost,timessacked,timessackedyards,quarterbackhits,tacklesforloss,punts,puntyards,puntaverage,giveaways,takeaways,turnoverdifferential,opponentscorequarter1,opponentscorequarter2,opponentscorequarter3,opponentscorequarter4,opponentscoreovertime,opponenttimeofpossessionminutes,opponenttimeofpossessionseconds,opponenttimeofpossession,opponentfirstdowns,opponentfirstdownsbyrushing,opponentfirstdownsbypassing,opponentfirstdownsbypenalty,opponentoffensiveplays,opponentoffensiveyards,opponentoffensiveyardsperplay,opponenttouchdowns,opponentrushingattempts,opponentrushingyards,opponentrushingyardsperattempt,opponentrushingtouchdowns,opponentpassingattempts,opponentpassingcompletions,opponentpassingyards,opponentpassingtouchdowns,opponentpassinginterceptions,opponentpassingyardsperattempt,opponentpassingyardspercompletion,opponentcompletionpercentage,opponentpasserrating,opponentthirddownattempts,opponentthirddownconversions,opponentthirddownpercentage,opponentfourthdownattempts,opponentfourthdownconversions,opponentfourthdownpercentage,opponentredzoneattempts,opponentredzoneconversions,opponentgoaltogoattempts,opponentgoaltogoconversions,opponentpenalties,opponentpenaltyyards,opponentfumbles,opponentfumbleslost,opponenttimessacked,opponenttimessackedyards,opponentquarterbackhits,opponenttacklesforloss,opponentpunts,opponentpuntyards,opponentpuntaverage,opponentgiveaways,opponenttakeaways,opponentturnoverdifferential,redzonepercentage,goaltogopercentage,opponentredzonepercentage,opponentgoaltogopercentage,extrapointkickingattempts,extrapointkickingconversions,extrapointshadblocked,extrapointpassingattempts,extrapointpassingconversions,extrapointrushingattempts,extrapointrushingconversions,fieldgoalattempts,fieldgoalsmade,opponentextrapointkickingattempts,opponentextrapointkickingconversions,opponentextrapointshadblocked,opponentextrapointpassingattempts,opponentextrapointpassingconversions,opponentextrapointrushingattempts,opponentextrapointrushingconversions,opponentfieldgoalattempts,opponentfieldgoalsmade,solotackles,assistedtackles,sacks,sackyards,passesdefended,fumblesforced,fumblesrecovered,opponentsolotackles,opponentassistedtackles,opponentsacks,opponentsackyards,opponentpassesdefended,opponentfumblesforced,opponentfumblesrecovered,dayofweek,teamgameid,teamid,opponentid,scoreid,point_diff,win,turnover_diff,third_down_pct,home,rolling_points_for_3,rolling_points_against_3,rolling_point_diff_3,rolling_yards_total_3,rolling_yards_allowed_3,rolling_turnover_diff_3,rolling_third_down_pct_3,rolling_win_rate_5,cumulative_points_for,cumulative_points_against,cumulative_wins,target_next_point_diff,opp_gamekey,opp_date,opp_seasontype,opp_season,opp_week,opp_team,opp_opponent,opp_home_away,opp_points_for,opp_points_against,opp_totalscore,opp_stadium,opp_scorequarter1,opp_scorequarter2,opp_scorequarter3,opp_scorequarter4,opp_scoreovertime,opp_timeofpossessionminutes,opp_timeofpossessionseconds,opp_timeofpossession,opp_firstdowns,opp_firstdownsbyrushing,opp_firstdownsbypassing,opp_firstdownsbypenalty,opp_offensiveplays,opp_offensiveyards,opp_offensiveyardsperplay,opp_touchdowns,opp_rushingattempts,opp_rushingyards,opp_rushingyardsperattempt,opp_rushingtouchdowns,opp_passingattempts,opp_passingcompletions,opp_passingyards,opp_passingtouchdowns,opp_passinginterceptions,opp_passingyardsperattempt,opp_passingyardspercompletion,opp_completionpercentage,opp_passerrating,opp_thirddownattempts,opp_thirddownconversions,opp_thirddownpercentage,opp_fourthdownattempts,opp_fourthdownconversions,opp_fourthdownpercentage,opp_redzoneattempts,opp_redzoneconversions,opp_goaltogoattempts,opp_goaltogoconversions,opp_penalties,opp_penaltyyards,opp_fumbles,opp_fumbleslost,opp_timessacked,opp_timessackedyards,opp_quarterbackhits,opp_tacklesforloss,opp_punts,opp_puntyards,opp_puntaverage,opp_giveaways,opp_takeaways,opp_turnoverdifferential,opp_opponentscorequarter1,opp_opponentscorequarter2,opp_opponentscorequarter3,opp_opponentscorequarter4,opp_opponentscoreovertime,opp_opponenttimeofpossessionminutes,opp_opponenttimeofpossessionseconds,opp_opponenttimeofpossession,opp_opponentfirstdowns,opp_opponentfirstdownsbyrushing,opp_opponentfirstdownsbypassing,opp_opponentfirstdownsbypenalty,opp_opponentoffensiveplays,opp_opponentoffensiveyards,opp_opponentoffensiveyardsperplay,opp_opponenttouchdowns,opp_opponentrushingattempts,opp_opponentrushingyards,opp_opponentrushingyardsperattempt,opp_opponentrushingtouchdowns,opp_opponentpassingattempts,opp_opponentpassingcompletions,opp_opponentpassingyards,opp_opponentpassingtouchdowns,opp_opponentpassinginterceptions,opp_opponentpassingyardsperattempt,opp_opponentpassingyardspercompletion,opp_opponentcompletionpercentage,opp_opponentpasserrating,opp_opponentthirddownattempts,opp_opponentthirddownconversions,opp_opponentthirddownpercentage,opp_opponentfourthdownattempts,opp_opponentfourthdownconversions,opp_opponentfourthdownpercentage,opp_opponentredzoneattempts,opp_opponentredzoneconversions,opp_opponentgoaltogoattempts,opp_opponentgoaltogoconversions,opp_opponentpenalties,opp_opponentpenaltyyards,opp_opponentfumbles,opp_opponentfumbleslost,opp_opponenttimessacked,opp_opponenttimessackedyards,opp_opponentquarterbackhits,opp_opponenttacklesforloss,opp_opponentpunts,opp_opponentpuntyards,opp_opponentpuntaverage,opp_opponentgiveaways,opp_opponenttakeaways,opp_opponentturnoverdifferential,opp_redzonepercentage,opp_goaltogopercentage,opp_opponentredzonepercentage,opp_opponentgoaltogopercentage,opp_extrapointkickingattempts,opp_extrapointkickingconversions,opp_extrapointshadblocked,opp_extrapointpassingattempts,opp_extrapointpassingconversions,opp_extrapointrushingattempts,opp_extrapointrushingconversions,opp_fieldgoalattempts,opp_fieldgoalsmade,opp_opponentextrapointkickingattempts,opp_opponentextrapointkickingconversions,opp_opponentextrapointshadblocked,opp_opponentextrapointpassingattempts,opp_opponentextrapointpassingconversions,opp_opponentextrapointrushingattempts,opp_opponentextrapointrushingconversions,opp_opponentfieldgoalattempts,opp_opponentfieldgoalsmade,opp_solotackles,opp_assistedtackles,opp_sacks,opp_sackyards,opp_passesdefended,opp_fumblesforced,opp_fumblesrecovered,opp_opponentsolotackles,opp_opponentassistedtackles,opp_opponentsacks,opp_opponentsackyards,opp_opponentpassesdefended,opp_opponentfumblesforced,opp_opponentfumblesrecovered,opp_dayofweek,opp_teamgameid,opp_teamid,opp_opponentid,opp_scoreid,opp_point_diff,opp_win,opp_turnover_diff,opp_third_down_pct,opp_home,opp_rolling_points_for_3,opp_rolling_points_against_3,opp_rolling_point_diff_3,opp_rolling_yards_total_3,opp_rolling_yards_allowed_3,opp_rolling_turnover_diff_3,opp_rolling_third_down_pct_3,opp_rolling_win_rate_5,opp_cumulative_points_for,opp_cumulative_points_against,opp_cumulative_wins,opp_target_next_point_diff
202410116,2024-09-05T20:40:00,1,2024,1,KC,BAL,HOME,27,20,47,Arrowhead Stadium,7,6,7,7,0,26,17,26:17,21,4,15,2,50,353,7.1,3,20,72,3.6,2,28,20,281,1,1,10.0,14.0,71.4,100.45,9,4,44.4,0,0,0.0,3,1,0,0,6,45,0,0,2,10,1,3,3,144,48.0,1,1,0,7,3,0,10,0,33,43,33:43,25,13,11,1,74,452,6.1,2,32,185,5.8,1,41,26,267,1,0,6.5,10.3,63.4,90.19,14,7,50.0,2,1,50.0,4,1,0,0,7,64,1,1,1,6,7,2,2,75,37.5,1,1,0,33.3,0,25.0,0,3,3,0,0,0,0,0,2,2,2,2,0,0,0,0,0,3,2,48,23,1,6,4,1,1,31,18,2,10,4,0,0,Thursday,993004448,16,3,18684,7,1,0,0.444,0,,,,,,,,,,,,1.0,202410116,2024-09-05T20:40:00,1,2024,1,BAL,KC,AWAY,20,27,47,Arrowhead Stadium,7,3,0,10,0,33,43,33:43,25,13,11,1,74,452,6.1,2,32,185,5.8,1,41,26,267,1,0,6.5,10.3,63.4,90.19,14,7,50.0,2,1,50.0,4,1,0,0,7,64,1,1,1,6,7,2,2,75,37.5,1,1,0,7,6,7,7,0,26,17,26:17,21,4,15,2,50,353,7.1,3,20,72,3.6,2,28,20,281,1,1,10.0,14.0,71.4,100.45,9,4,44.4,0,0,0.0,3,1,0,0,6,45,0,0,2,10,1,3,3,144,48.0,1,1,0,25.0,0,33.3,0,2,2,0,0,0,0,0,3,2,3,3,0,0,0,0,0,2,2,31,18,2,10,4,0,0,48,23,1,6,4,1,1,Thursday,993004447,3,16,18684,-7,0,0,0.5,0,,,,,,,,,,,,-3.0
202410126,2024-09-06T20:15:00,1,2024,1,PHI,GB,HOME,34,29,63,Arena Corinthians,0,17,14,3,0,32,47,32:47,25,8,14,3,74,410,5.5,4,38,144,3.8,2,34,20,266,2,2,7.8,13.3,58.8,78.8,14,4,28.6,1,1,100.0,6,3,0,0,7,57,2,1,2,12,5,4,2,101,50.5,3,1,-2,6,13,7,3,0,27,13,27:13,19,7,9,3,58,414,7.1,3,21,163,7.8,1,35,17,251,2,1,7.2,14.8,48.6,79.58,11,3,27.3,1,1,100.0,4,1,0,0,10,71,1,0,2,9,5,7,2,74,37.0,1,3,2,50.0,0,25.0,0,4,4,0,0,0,0,0,2,2,2,2,0,1,0,0,0,4,3,30,24,2,9,4,1,0,46,26,2,12,6,0,1,Friday,993004450,26,12,18683,5,1,-2,0.286,0,,,,,,,,,,,,-1.0,202410126,2024-09-06T20:15:00,1,2024,1,GB,PHI,AWAY,29,34,63,Arena Corinthians,6,13,7,3,0,27,13,27:13,19,7,9,3,58,414,7.1,3,21,163,7.8,1,35,17,251,2,1,7.2,14.8,48.6,79.58,11,3,27.3,1,1,100.0,4,1,0,0,10,71,1,0,2,9,5,7,2,74,37.0,1,3,2,0,17,14,3,0,32,47,32:47,25,8,14,3,74,410,5.5,4,38,144,3.8,2,34,20,266,2,2,7.8,13.3,58.8,78.8,14,4,28.6,1,1,100.0,6,3,0,0,7,57,2,1,2,12,5,4,2,101,50.5,3,1,-2,25.0,0,50.0,0,2,2,0,1,0,0,0,4,3,4,4,0,0,0,0,0,2,2,46,26,2,12,6,0,1,30,24,2,9,4,1,0,Friday,993004449,12,26,18683,-5,0,2,0.273,0,,,,,,,,,,,,6.0
202410123,2024-09-08T13:00:00,1,2024,1,NYG,MIN,HOME,6,28,34,MetLife Stadium,3,0,3,0,0,32,26,32:26,14,5,8,1,68,240,3.5,0,21,74,3.5,0,42,22,166,0,2,4.0,7.5,52.4,42.36,18,7,38.9,3,1,33.3,3,0,0,0,9,95,1,0,5,20,2,4,6,277,46.2,2,2,0,7,7,14,0,0,27,34,27:34,17,7,8,2,51,312,6.1,4,26,111,4.3,1,24,19,201,2,1,8.4,10.6,79.2,111.98,10,3,30.0,1,1,100.0,2,2,0,0,7,63,1,1,1,7,12,6,4,168,42.0,2,2,0,0.0,0,100.0,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,0,0,0,0,39,9,1,7,4,1,1,41,24,5,20,6,0,0,Sunday,993004452,23,20,18682,-22,0,0,0.389,0,,,,,,,,,,,,-3.0,202410123,2024-09-08T13:00:00,1,2024,1,MIN,NYG,AWAY,28,6,34,MetLife Stadium,7,7,14,0,0,27,34,27:34,17,7,8,2,51,312,6.1,4,26,111,4.3,1,24,19,201,2,1,8.4,10.6,79.2,111.98,10,3,30.0,1,1,100.0,2,2,0,0,7,63,1,1,1,7,12,6,4,168,42.0,2,2,0,3,0,3,0,0,32,26,32:26,14,5,8,1,68,240,3.5,0,21,74,3.5,0,42,22,166,0,2,4.0,7.5,52.4,42.36,18,7,38.9,3,1,33.3,3,0,0,0,9,95,1,0,5,20,2,4,6,277,46.2,2,2,0,100.0,0,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,41,24,5,20,6,0,0,39,9,1,7,4,1,1,Sunday,993004451,20,23,18682,22,1,0,0.3,0,,,,,,,,,,,,6.0
202410107,2024-09-08T13:00:00,1,2024,1,CIN,NE,HOME,10,16,26,Paycor Stadium,0,0,7,3,0,25,57,25:57,13,5,7,1,48,224,4.7,1,16,70,4.4,1,29,21,154,0,0,5.3,7.3,72.4,84.55,11,4,36.4,1,0,0.0,2,1,0,0,2,10,3,2,3,10,7,5,4,258,64.5,2,0,-2,0,10,3,3,0,34,3,34:03,17,11,6,0,64,290,4.5,1,39,170,4.4,1,24,15,120,0,0,5.0,8.0,62.5,75.0,15,6,40.0,0,0,0.0,4,1,0,0,5,40,1,0,1,1,4,3,5,250,50.0,0,2,2,50.0,0,25.0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,3,40,32,1,1,3,1,0,28,23,3,10,3,3,2,Sunday,993004462,7,21,18678,-6,0,-2,0.364,0,,,,,,,,,,,,-1.0,202410107,2024-09-08T13:00:00,1,2024,1,NE,CIN,AWAY,16,10,26,Paycor Stadium,0,10,3,3,0,34,3,34:03,17,11,6,0,64,290,4.5,1,39,170,4.4,1,24,15,120,0,0,5.0,8.0,62.5,75.0,15,6,40.0,0,0,0.0,4,1,0,0,5,40,1,0,1,1,4,3,5,250,50.0,0,2,2,0,0,7,3,0,25,57,25:57,13,5,7,1,48,224,4.7,1,16,70,4.4,1,29,21,154,0,0,5.3,7.3,72.4,84.55,11,4,36.4,1,0,0.0,2,1,0,0,2,10,3,2,3,10,7,5,4,258,64.5,2,0,-2,25.0,0,50.0,0,1,1,0,0,0,0,0,3,3,1,1,0,0,0,0,0,1,1,28,23,3,10,3,3,2,40,32,1,1,3,1,0,Sunday,993004461,21,7,18678,6,1,2,0.4,0,,,,,,,,,,,,-3.0
202410122,2024-09-08T13:00:00,1,2024,1,NO,CAR,HOME,47,10,57,Caesars Superdome,17,13,7,10,0,36,39,36:39,22,13,7,2,62,379,6.1,5,37,180,4.9,2,24,19,199,3,0,8.3,10.5,79.2,140.8,13,7,53.8,0,0,0.0,4,4,0,0,10,95,1,1,1,1,5,4,2,73,36.5,1,3,2,0,3,7,0,0,23,21,23:21,11,2,7,2,55,193,3.5,1,20,58,2.9,1,31,13,135,0,2,4.4,10.4,41.9,28.29,10,1,10.0,3,1,33.3,2,1,0,0,6,80,1,1,4,26,1,6,5,191,38.2,3,1,-2,100.0,0,50.0,0,5,5,0,0,0,0,0,4,4,1,1,0,0,0,0,0,1,1,27,16,4,26,6,1,1,43,29,1,1,3,0,1,Sunday,993004460,22,5,18681,37,1,2,0.538,0,,,,,,,,,,,,25.0,202410122,2024-09-08T13:00:00,1,2024,1,CAR,NO,AWAY,10,47,57,Caesars Superdome,0,3,7,0,0,23,21,23:21,11,2,7,2,55,193,3.5,1,20,58,2.9,1,31,13,135,0,2,4.4,10.4,41.9,28.29,10,1,10.0,3,1,33.3,2,1,0,0,6,80,1,1,4,26,1,6,5,191,38.2,3,1,-2,17,13,7,10,0,36,39,36:39,22,13,7,2,62,379,6.1,5,37,180,4.9,2,24,19,199,3,0,8.3,10.5,79.2,140.8,13,7,53.8,0,0,0.0,4,4,0,0,10,95,1,1,1,1,5,4,2,73,36.5,1,3,2,50.0,0,100.0,0,1,1,0,0,0,0,0,1,1,5,5,0,0,0,0,0,4,4,43,29,1,1,3,0,1,27,16,4,26,6,1,1,Sunday,993004459,5,22,18681,-37,0,-2,0.1,0,,,,,,,,,,,,-23.0
202410114,2024-09-08T13:00:00,1,2024,1,IND,HOU,HOME,27,29,56,Lucas Oil Stadium,7,0,6,14,0,20,0,20:00,14,9,4,1,43,303,7.0,4,22,104,4.7,2,19,9,199,2,1,10.5,22.1,47.4,98.36,10,5,50.0,2,1,50.0,3,2,0,0,4,20,0,0,2,13,10,4,3,152,50.7,1,0,-1,6,6,3,14,0,40,0,40:00,26,11,13,2,76,417,5.5,3,40,213,5.3,1,32,24,204,2,0,6.4,8.5,75.0,111.98,14,7,50.0,2,2,100.0,3,3,0,0,5,30,0,0,4,30,2,5,1,56,56.0,0,1,1,66.7,0,100.0,0,3,3,0,1,0,0,0,0,0,2,2,0,1,0,0,0,3,3,55,29,4,30,1,0,0,25,15,2,13,7,0,0,Sunday,993004464,14,13,18679,-2,0,-1,0.5,0,,,,,,,,,,,,-6.0,202410114,2024-09-08T13:00:00,1,2024,1,HOU,IND,AWAY,29,27,56,Lucas Oil Stadium,6,6,3,14,0,40,0,40:00,26,11,13,2,76,417,5.5,3,40,213,5.3,1,32,24,204,2,0,6.4,8.5,75.0,111.98,14,7,50.0,2,2,100.0,3,3,0,0,5,30,0,0,4,30,2,5,1,56,56.0,0,1,1,7,0,6,14,0,20,0,20:00,14,9,4,1,43,303,7.0,4,22,104,4.7,2,19,9,199,2,1,10.5,22.1,47.4,98.36,10,5,50.0,2,1,50.0,3,2,0,0,4,20,0,0,2,13,10,4,3,152,50.7,1,0,-1,100.0,0,66.7,0,2,2,0,1,0,0,0,3,3,3,3,0,1,0,0,0,0,0,25,15,2,13,7,0,0,55,29,4,30,1,0,0,Sunday,993004463,13,14,18679,2,1,1,0.5,0,,,,,,,,,,,,6.0
202410106,2024-09-08T13:00:00,1,2024,1,CHI,TEN,HOME,24,17,41,Soldier Field,0,3,7,14,0,25,6,25:06,11,6,5,0,53,148,2.8,2,22,84,3.8,0,29,14,64,0,0,2.2,4.6,48.3,54.81,13,2,15.4,2,2,100.0,1,0,0,0,7,55,3,1,2,29,10,8,6,270,45.0,1,3,2,7,10,0,0,0,34,54,34:54,16,9,6,1,61,244,4.0,2,26,140,5.4,1,32,19,104,1,2,3.2,5.5,59.4,49.48,14,3,21.4,2,1,50.0,2,1,0,0,8,50,1,1,3,23,4,8,5,268,53.6,3,1,-2,0.0,0,50.0,0,1,1,0,2,1,0,0,3,3,2,2,0,0,0,0,0,1,1,41,21,3,23,4,1,1,34,17,2,29,5,1,1,Sunday,993004454,6,34,18677,7,1,2,0.154,0,,,,,,,,,,,,-6.0,202410106,2024-09-08T13:00:00,1,2024,1,TEN,CHI,AWAY,17,24,41,Soldier Field,7,10,0,0,0,34,54,34:54,16,9,6,1,61,244,4.0,2,26,140,5.4,1,32,19,104,1,2,3.2,5.5,59.4,49.48,14,3,21.4,2,1,50.0,2,1,0,0,8,50,1,1,3,23,4,8,5,268,53.6,3,1,-2,0,3,7,14,0,25,6,25:06,11,6,5,0,53,148,2.8,2,22,84,3.8,0,29,14,64,0,0,2.2,4.6,48.3,54.81,13,2,15.4,2,2,100.0,1,0,0,0,7,55,3,1,2,29,10,8,6,270,45.0,1,3,2,50.0,0,0.0,0,2,2,0,0,0,0,0,1,1,1,1,0,2,1,0,0,3,3,34,17,2,29,5,1,1,41,21,3,23,4,1,1,Sunday,993004453,34,6,18677,-7,0,-2,0.214,0,,,,,,,,,,,,-7.0
202410104,2024-09-08T13:00:00,1,2024,1,BUF,ARI,HOME,34,28,62,Highmark Stadium,0,10,14,10,0,30,30,30:30,23,8,11,4,58,352,6.1,4,33,130,3.9,2,23,18,222,2,0,9.7,12.3,78.3,135.87,9,3,33.3,2,2,100.0,6,4,0,0,9,65,1,1,2,10,5,4,2,85,42.5,1,1,0,7,10,0,11,0,29,30,29:30,18,7,10,1,60,270,4.5,3,25,124,5.0,1,31,21,146,1,0,4.7,7.0,67.7,88.91,13,7,53.8,1,0,0.0,4,2,0,0,5,31,1,1,4,16,3,5,2,78,39.0,1,1,0,66.7,0,50.0,0,4,4,0,0,0,0,0,2,2,2,2,0,0,0,1,1,2,2,44,16,4,16,3,1,1,41,27,2,10,2,1,1,Sunday,993004466,4,1,18676,6,1,0,0.333,0,,,,,,,,,,,,21.0,202410104,2024-09-08T13:00:00,1,2024,1,ARI,BUF,AWAY,28,34,62,Highmark Stadium,7,10,0,11,0,29,30,29:30,18,7,10,1,60,270,4.5,3,25,124,5.0,1,31,21,146,1,0,4.7,7.0,67.7,88.91,13,7,53.8,1,0,0.0,4,2,0,0,5,31,1,1,4,16,3,5,2,78,39.0,1,1,0,0,10,14,10,0,30,30,30:30,23,8,11,4,58,352,6.1,4,33,130,3.9,2,23,18,222,2,0,9.7,12.3,78.3,135.87,9,3,33.3,2,2,100.0,6,4,0,0,9,65,1,1,2,10,5,4,2,85,42.5,1,1,0,50.0,0,66.7,0,2,2,0,0,0,1,1,2,2,4,4,0,0,0,0,0,2,2,41,27,2,10,2,1,1,44,16,4,16,3,1,1,Sunday,993004465,1,4,18676,-6,0,0,0.538,0,,,,,,,,,,,,31.0
202410102,2024-09-08T13:00:00,1,2024,1,ATL,PIT,HOME,10,18,28,Mercedes-Benz Stadium,3,7,0,0,0,24,24,24:24,15,6,8,1,50,226,4.5,1,22,89,4.0,0,26,16,137,1,2,5.3,8.6,61.5,56.09,9,2,22.2,1,1,100.0,2,1,0,0,5,34,1,1,2,18,5,7,4,210,52.5,3,0,-3,3,6,6,3,0,35,36,35:36,16,9,6,1,66,270,4.1,0,41,137,3.3,0,23,17,133,0,0,5.8,7.8,73.9,87.77,17,8,47.1,1,0,0.0,2,0,0,0,9,60,1,0,2,23,7,3,3,146,48.7,0,3,3,50.0,0,0.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,51,29,2,23,1,0,0,32,19,2,18,5,0,1,Sunday,993004458,2,28,18675,-8,0,-3,0.222,0,,,,,,,,,,,,1.0,202410102,2024-09-08T13:00:00,1,2024,1,PIT,ATL,AWAY,18,10,28,Mercedes-Benz Stadium,3,6,6,3,0,35,36,35:36,16,9,6,1,66,270,4.1,0,41,137,3.3,0,23,17,133,0,0,5.8,7.8,73.9,87.77,17,8,47.1,1,0,0.0,2,0,0,0,9,60,1,0,2,23,7,3,3,146,48.7,0,3,3,3,7,0,0,0,24,24,24:24,15,6,8,1,50,226,4.5,1,22,89,4.0,0,26,16,137,1,2,5.3,8.6,61.5,56.09,9,2,22.2,1,1,100.0,2,1,0,0,5,34,1,1,2,18,5,7,4,210,52.5,3,0,-3,0.0,0,50.0,0,0,0,0,0,0,0,0,6,6,1,1,0,0,0,0,0,1,1,32,19,2,18,5,0,1,51,29,2,23,1,0,0,Sunday,993004457,28,2,18675,8,1,3,0.471,0,,,,,,,,,,,,7.0
202410119,2024-09-08T13:00:00,1,2024,1,MIA,JAX,HOME,20,17,37,Hard Rock Stadium,0,7,7,6,0,33,10,33:10,18,5,11,2,65,400,6.2,2,25,81,3.2,1,37,23,319,1,0,8.6,13.9,62.2,98.82,16,8,50.0,2,0,0.0,2,1,0,0,9,103,0,0,3,19,4,6,4,198,49.5,0,1,1,7,10,0,0,0,26,50,26:50,17,7,8,2,50,267,5.3,2,26,128,4.9,1,21,12,139,1,0,6.6,11.6,57.1,93.15,10,2,20.0,1,0,0.0,3,2,0,0,8,71,2,1,3,23,4,9,6,311,51.8,1,0,-1,50.0,0,66.7,0,2,2,0,0,0,0,0,3,2,2,2,0,0,0,0,0,1,1,32,20,3,23,1,2,1,40,22,3,19,5,0,0,Sunday,993004456,19,15,18680,3,1,1,0.5,0,,,,,,,,,,,,-21.0,202410119,2024-09-08T13:00:00,1,2024,1,JAX,MIA,AWAY,17,20,37,Hard Rock Stadium,7,10,0,0,0,26,50,26:50,17,7,8,2,50,267,5.3,2,26,128,4.9,1,21,12,139,1,0,6.6,11.6,57.1,93.15,10,2,20.0,1,0,0.0,3,2,0,0,8,71,2,1,3,23,4,9,6,311,51.8,1,0,-1,0,7,7,6,0,33,10,33:10,18,5,11,2,65,400,6.2,2,25,81,3.2,1,37,23,319,1,0,8.6,13.9,62.2,98.82,16,8,50.0,2,0,0.0,2,1,0,0,9,103,0,0,3,19,4,6,4,198,49.5,0,1,1,66.7,0,50.0,0,2,2,0,0,0,0,0,1,1,2,2,0,0,0,0,0,3,2,40,22,3,19,5,0,0,32,20,3,23,1,2,1,Sunday,993004455,15,19,18680,-3,0,-1,0.2,0,,,,,,,,,,,,-5.0
